loan_id,customer_id,loan_type_id,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L013758,C09138,4,312000,92800,7.73,8770,1,False
L013759,C09139,2,67000,38100,19.77,3350,0,False
L013760,C09139,4,191000,78200,11.25,2510,3,False
L013761,C09139,3,3002000,2402100,3.29,14850,2,False
L013762,C09139,1,112000,68200,6.56,2400,2,False
L013763,C09140,3,2014000,1205500,2.64,8850,0,False
L013764,C09141,4,72000,56600,11.01,1250,1,False
L013765,C09142,3,1783000,1438700,3.15,7540,1,False
L013766,C09143,3,964000,731700,2.63,4330,0,False
L013767,C09144,1,310000,212900,5.99,5760,2,True
L013768,C09144,3,2604000,1391400,3.07,12590,0,False
L013769,C09145,2,69000,14100,15.34,3450,0,False
L013770,C09146,1,177000,150700,6.51,6460,0,False
L013771,C09147,2,10000,2600,22.2,500,4,False
L013772,C09147,4,65000,42000,9.12,1850,0,False
L013773,C09148,2,13000,5800,17.74,650,2,False
L013774,C09148,4,82000,73800,6.77,1500,2,False
L013775,C09148,1,127000,87400,8.77,2840,2,False
L013776,C09149,4,379000,150900,6.86,6050,0,False
L013777,C09149,1,137000,79600,8.06,3230,0,False
L013778,C09149,3,1741000,946600,2.46,6130,0,False
L013779,C09150,3,2076000,1047800,2.77,7530,0,False
L013780,C09151,3,964000,658400,2.5,3830,0,False
L013781,C09151,4,162000,98500,8.87,1770,0,False
L013782,C09152,4,261000,125400,7.56,4470,0,False
L013783,C09153,3,2194000,1467900,2.62,9570,1,False
L013784,C09154,3,1635000,1416400,3.05,6710,0,False
L013785,C09155,3,2092000,1426200,3.43,8220,0,False
L013786,C09156,3,1079000,794600,3.1,4620,0,False
L013787,C09156,4,183000,65300,12.69,2480,0,False
L013788,C09156,2,42000,20600,17.02,2100,0,False
L013789,C09157,3,983000,794500,3.27,4190,0,False
L013790,C09157,4,186000,104000,9.77,2200,0,False
L013791,C09158,3,1117000,735600,3.31,4980,0,False
L013792,C09158,4,129000,82800,4.96,2020,0,False
L013793,C09158,2,15000,2100,14.99,750,0,False
L013794,C09159,3,901000,629300,2.79,3640,0,False
L013795,C09160,3,1444000,1251100,4.07,6550,0,False
L013796,C09160,4,260000,185900,8.44,5240,3,False
L013797,C09160,1,340000,189700,8.81,5610,1,False
L013798,C09160,2,29000,2700,18.59,1450,2,False
L013799,C09161,3,2165000,1324700,2.63,8910,0,False
L013800,C09162,3,2376000,1248500,3.1,9840,1,False
L013801,C09163,3,2577000,2227900,3.04,13050,0,False
L013802,C09164,4,74000,27400,7.89,1470,0,False
L013803,C09165,3,758000,673000,2.91,3640,0,False
L013804,C09166,3,1372000,684500,2.83,5550,0,False
L013805,C09167,1,208000,111100,7.17,7770,0,False
L013806,C09168,2,16000,3500,15.3,800,3,False
L013807,C09169,2,8000,5500,13.6,400,2,False
L013808,C09169,4,38000,21800,10.97,460,0,False
L013809,C09170,1,50000,42100,9.92,920,0,False
L013810,C09171,4,36000,7900,8.36,420,1,False
L013811,C09171,3,1021000,624400,2.91,3770,1,False
L013812,C09171,1,217000,174900,5.53,5420,1,False
L013813,C09172,3,571000,405400,2.86,2740,0,False
L013814,C09173,2,16000,3900,14.47,800,1,False
L013815,C09173,3,1127000,594200,2.56,5200,0,False
L013816,C09174,2,19000,11700,15.27,950,1,False
L013817,C09175,3,1131000,555900,3.09,3910,0,True
L013818,C09175,2,30000,9800,18.02,1500,0,False
L013819,C09175,1,229000,143900,4.43,9880,0,False
L013820,C09175,4,123000,55300,10.02,2370,1,False
L013821,C09176,1,314000,276800,7.91,12510,0,False
L013822,C09176,3,1811000,1231700,3.88,9600,3,True
L013823,C09177,3,1448000,1369500,2.62,6530,0,False
L013824,C09177,4,192000,146000,4.96,2600,0,False
L013825,C09178,3,1921000,1480200,2.84,7410,0,False
L013826,C09179,3,2140000,1722300,3.18,8960,0,False
L013827,C09180,2,5000,4200,21.68,250,2,False
L013828,C09181,3,2261000,1939600,3.48,10720,0,False
L013829,C09182,3,1262000,600200,3.03,4370,3,False
L013830,C09182,2,38000,23700,18.25,1900,1,False
L013831,C09182,1,165000,65500,5.29,3430,0,False
L013832,C09182,4,45000,16500,6.22,830,2,False
L013833,C09183,3,905000,832000,3.3,3960,0,False
L013834,C09184,1,54000,41400,6.21,1450,0,False
L013835,C09185,4,158000,141700,5.26,4060,0,False
L013836,C09186,3,951000,598500,3.22,3760,0,False
L013837,C09186,1,244000,144100,7.49,4480,3,False
L013838,C09187,3,1500000,890600,2.74,6720,0,False
L013839,C09188,2,6000,2100,15.91,300,2,False
L013840,C09189,4,223000,179400,8.36,4330,0,False
L013841,C09190,2,28000,20100,13.81,1400,0,False
L013842,C09191,3,1747000,1256800,3.4,8270,0,False
L013843,C09192,2,13000,1500,18.18,650,0,False
L013844,C09193,3,928000,651200,2.59,4200,1,False
L013845,C09193,2,17000,11000,13.35,850,1,False
L013846,C09194,4,120000,25600,11.16,2100,0,False
L013847,C09195,3,1203000,976300,2.25,4960,0,False
L013848,C09195,2,35000,23100,17.42,1750,0,False
L013849,C09195,4,169000,74400,6.43,6980,1,False
L013850,C09196,2,29000,4000,18.59,1450,0,False
L013851,C09197,4,244000,172400,10.7,3980,0,False
L013852,C09198,3,398000,265100,4.17,1910,0,False
L013853,C09199,2,39000,4800,19.58,1950,0,False
L013854,C09199,4,109000,25600,10.47,2450,0,False
L013855,C09200,1,127000,74100,8.63,4190,0,False
L013856,C09200,3,1716000,1539100,2.71,8210,3,False
L013857,C09201,2,23000,8300,16.02,1150,0,False
L013858,C09202,2,39000,21700,22.0,1950,0,False
L013859,C09203,1,281000,128300,6.93,4820,0,False
L013860,C09204,2,26000,1600,17.06,1300,1,False
L013861,C09204,3,2008000,1311500,3.11,7600,0,False
L013862,C09205,4,157000,89400,6.15,4310,0,False
L013863,C09206,4,128000,76900,6.66,1330,0,False
L013864,C09207,3,1887000,1194800,2.82,7520,0,False
L013865,C09208,4,340000,160500,9.97,4640,0,False
L013866,C09209,2,44000,28600,19.2,2200,0,False
L013867,C09210,3,1682000,949700,2.94,7260,0,False
L013868,C09210,2,17000,6800,12.09,850,0,False
L013869,C09211,1,116000,65900,7.62,4930,0,False
L013870,C09212,3,2809000,1478900,3.07,11690,0,False
L013871,C09212,4,223000,187800,4.8,2420,0,False
L013872,C09213,2,5000,4200,20.25,250,0,False
L013873,C09214,3,2547000,1246700,2.59,10520,0,False
L013874,C09215,4,66000,25500,6.32,1050,0,False
L013875,C09216,3,1405000,1048000,3.11,6850,0,False
L013876,C09216,2,25000,8800,18.47,1250,0,False
L013877,C09217,2,15000,8400,18.88,750,0,False
L013878,C09217,3,1897000,1119700,2.44,6960,0,False
L013879,C09218,3,1123000,969700,3.17,5880,0,False
L013880,C09218,1,284000,119100,10.01,4380,0,False
L013881,C09218,2,8000,5300,18.03,400,0,False
L013882,C09219,2,11000,3500,14.2,550,0,False
L013883,C09220,2,34000,14700,14.14,1700,4,False
L013884,C09221,3,1715000,1419400,2.92,8610,0,False
L013885,C09221,2,36000,9500,17.81,1800,0,False
L013886,C09222,3,1398000,1109500,2.41,5890,0,False
L013887,C09222,4,163000,67200,10.66,3520,2,False
L013888,C09223,3,1048000,736700,3.72,5370,0,False
L013889,C09223,2,30000,18400,18.02,1500,0,False
L013890,C09224,3,1443000,1224200,3.18,6450,0,False
L013891,C09225,2,36000,25800,15.6,1800,0,False
L013892,C09226,2,12000,1200,18.41,600,0,False
L013893,C09227,2,42000,11500,11.92,2100,0,False
L013894,C09227,3,975000,482000,3.61,4060,0,False
L013895,C09228,2,16000,13300,17.82,800,0,False
L013896,C09229,3,2083000,1816300,2.91,8630,0,False
L013897,C09230,1,103000,92300,8.82,1670,1,False
L013898,C09231,3,1190000,878500,3.03,4680,0,False
L013899,C09232,3,1366000,1159100,3.07,6630,1,False
L013900,C09232,2,29000,18100,15.55,1450,2,False
L013901,C09233,3,1568000,1162000,2.48,7400,0,False
L013902,C09234,1,252000,221200,8.3,3950,0,False
L013903,C09235,2,59000,46500,16.28,2950,0,False
L013904,C09236,2,78000,30200,15.52,3900,1,False
L013905,C09237,3,1947000,1646500,4.04,8900,1,False
L013906,C09238,1,141000,101500,8.5,2230,0,False
L013907,C09239,2,19000,9100,14.44,950,0,False
L013908,C09240,3,2010000,1848700,2.83,9880,0,False
L013909,C09241,3,2051000,1430900,2.89,10170,0,False
L013910,C09241,2,23000,9000,14.3,1150,0,False
L013911,C09242,3,1350000,613000,2.62,4970,0,False
L013912,C09243,3,1885000,1665400,3.19,8540,0,False
L013913,C09244,2,5000,1000,22.83,250,0,False
L013914,C09244,1,100000,31900,9.54,2800,0,False
L013915,C09245,4,97000,46400,11.24,1320,0,False
L013916,C09246,1,256000,88500,8.0,3480,0,False
L013917,C09247,3,3057000,2370800,3.28,13770,0,False
L013918,C09248,2,57000,46600,22.0,2850,0,False
L013919,C09249,1,316000,242300,4.21,6660,0,False
L013920,C09249,2,22000,4800,15.88,1100,0,False
L013921,C09250,1,162000,132200,8.65,6810,1,True
L013922,C09251,2,11000,8700,18.69,550,0,False
L013923,C09252,2,75000,63100,17.61,3750,1,False
L013924,C09253,2,25000,20300,17.01,1250,0,False
L013925,C09253,3,1494000,1141900,3.15,7370,0,False
L013926,C09254,4,74000,60300,7.99,1120,0,False
L013927,C09255,3,2005000,1687100,3.01,10580,0,False
L013928,C09255,1,166000,56500,7.44,2760,1,True
L013929,C09255,2,45000,4200,21.05,2250,1,False
L013930,C09256,2,24000,11300,19.6,1200,0,False
L013931,C09257,3,1860000,1273200,3.22,7100,0,False
L013932,C09257,4,139000,38600,9.24,4460,0,False
L013933,C09258,4,270000,214800,7.36,4680,0,False
L013934,C09259,3,1082000,502200,2.9,5050,0,False
L013935,C09260,4,76000,43900,12.57,2830,0,False
L013936,C09260,3,1746000,883800,2.62,7040,0,False
L013937,C09261,3,1676000,1507500,2.68,6900,0,False
L013938,C09261,1,137000,41600,6.99,1790,0,False
L013939,C09262,2,57000,14700,19.17,2850,0,False
L013940,C09263,3,2068000,1324800,3.22,9250,1,False
L013941,C09263,1,522000,435400,7.84,15560,0,False
L013942,C09264,3,1612000,1300800,2.87,8290,0,False
L013943,C09265,2,17000,3400,14.93,850,1,False
L013944,C09265,4,36000,27600,8.37,700,0,False
L013945,C09266,2,23000,16900,17.52,1150,1,False
L013946,C09267,2,58000,36300,13.08,2900,0,False
L013947,C09267,4,257000,100600,8.77,2910,0,False
L013948,C09268,3,1599000,1114200,2.44,6090,0,False
L013949,C09268,2,15000,1900,15.62,750,0,False
L013950,C09269,3,1175000,1018600,3.21,5690,3,False
L013951,C09269,1,346000,134000,4.33,5410,0,False
L013952,C09270,4,64000,55700,11.1,2020,0,False
L013953,C09270,3,972000,574200,3.54,4210,0,False
L013954,C09271,3,1803000,915800,2.86,6790,0,False
L013955,C09271,1,186000,95000,5.77,6180,0,False
L013956,C09272,3,1516000,951100,3.03,7090,0,False
L013957,C09273,3,1024000,548800,3.32,4880,0,False
L013958,C09274,4,118000,32800,8.1,1210,0,False
L013959,C09275,3,3069000,1637400,3.5,12290,0,False
L013960,C09275,4,238000,106000,8.7,3620,1,False
L013961,C09275,2,84000,53800,16.54,4200,0,False
L013962,C09276,2,46000,21600,15.58,2300,0,False
L013963,C09276,4,253000,189000,6.89,3110,0,False
L013964,C09276,3,1551000,823000,2.73,6710,0,False
L013965,C09276,1,190000,150800,7.35,8430,0,False
L013966,C09277,3,2362000,2093400,2.72,10790,0,False
L013967,C09278,3,1824000,894500,2.44,7210,1,False
L013968,C09279,2,8000,1800,17.81,400,0,False
L013969,C09280,2,26000,8400,18.04,1300,0,False
L013970,C09281,1,266000,165500,5.25,11420,2,False
L013971,C09281,2,39000,7800,21.26,1950,1,False
L013972,C09282,1,68000,60800,7.65,1260,0,False
L013973,C09283,3,1273000,744200,2.81,5050,0,False
L013974,C09284,4,40000,10200,10.83,560,0,False
L013975,C09285,1,123000,88400,6.65,2140,0,False
L013976,C09286,2,19000,12500,18.28,950,0,False
L013977,C09286,3,1045000,917300,2.79,4520,0,False
L013978,C09287,3,896000,436000,3.37,3880,0,False
L013979,C09288,3,3849000,1742000,3.42,17530,1,False
L013980,C09289,2,67000,32300,15.34,3350,0,False
L013981,C09290,4,79000,34700,10.87,1750,0,False
L013982,C09291,3,1985000,1205800,2.22,8910,0,False
L013983,C09292,3,1460000,725300,3.66,6060,0,True
L013984,C09292,2,15000,7900,16.31,750,0,False
L013985,C09292,4,189000,49500,4.85,2460,0,False
L013986,C09292,1,408000,248900,7.35,16380,0,False
L013987,C09293,4,214000,173300,9.43,5180,0,False
L013988,C09293,3,784000,514000,3.33,3340,0,False
L013989,C09294,1,77000,27900,7.74,1490,0,False
L013990,C09294,3,1383000,1060100,2.78,6330,0,False
L013991,C09295,3,854000,597200,3.37,3400,0,False
L013992,C09296,4,153000,124600,4.5,1580,0,False
L013993,C09297,2,8000,500,18.04,400,0,False
L013994,C09297,3,785000,462500,2.54,3060,0,False
L013995,C09298,3,1251000,1144100,3.12,5260,0,False
L013996,C09298,2,33000,6900,14.48,1650,0,False
L013997,C09299,2,7000,1000,16.21,350,0,False
L013998,C09300,2,17000,6800,19.01,850,0,False
L013999,C09301,3,1531000,1389800,3.04,6550,0,False
L014000,C09301,2,13000,10400,18.24,650,0,False
L014001,C09302,2,13000,7100,22.0,650,0,False
L014002,C09303,1,162000,65600,7.4,2400,0,False
L014003,C09304,3,2125000,1147200,3.46,8590,4,True
L014004,C09304,2,48000,35400,12.97,2400,0,False
L014005,C09305,1,106000,89500,8.13,1870,0,False
L014006,C09306,3,2623000,2191700,3.56,11280,1,False
L014007,C09306,1,370000,201800,8.44,5350,1,False
L014008,C09307,2,15000,2100,19.79,750,0,False
L014009,C09307,1,90000,61800,9.12,1380,0,False
L014010,C09307,4,50000,11500,11.95,540,0,False
L014011,C09308,4,191000,91800,9.53,3010,0,False
L014012,C09309,4,144000,61100,9.77,2060,0,False
L014013,C09309,3,1697000,805200,3.03,7680,0,False
L014014,C09310,3,2011000,1145100,3.03,9840,0,False
L014015,C09310,2,23000,13400,17.35,1150,0,False
L014016,C09311,4,206000,82600,4.85,2350,0,False
L014017,C09311,3,1441000,1198300,2.49,5600,0,False
L014018,C09312,3,1412000,994900,2.84,5320,0,False
L014019,C09313,3,3002000,2118700,3.93,13920,0,False
L014020,C09314,2,6000,1900,18.31,300,0,False
L014021,C09315,3,1129000,563600,3.8,5360,0,False
L014022,C09316,3,692000,434100,3.54,3250,0,True
L014023,C09316,2,17000,10900,19.39,850,4,False
L014024,C09317,3,1354000,677700,2.78,5020,0,False
L014025,C09317,4,93000,19000,7.94,1190,0,False
L014026,C09318,3,2057000,1075400,3.46,9400,0,False
L014027,C09318,2,29000,3800,16.76,1450,0,False
L014028,C09319,3,2709000,1790700,3.58,11690,0,False
L014029,C09320,4,214000,110900,9.26,3540,4,False
L014030,C09321,2,31000,15500,17.86,1550,0,False
L014031,C09321,1,174000,144700,7.32,4380,1,False
L014032,C09322,2,35000,27200,15.88,1750,0,False
L014033,C09323,2,65000,40800,14.55,3250,0,False
L014034,C09323,3,2755000,1429700,2.58,9370,0,False
L014035,C09323,4,149000,64500,6.75,3000,1,False
L014036,C09324,3,2754000,2217600,2.85,12130,1,False
L014037,C09325,1,62000,54800,8.29,2230,1,False
L014038,C09326,3,1449000,1286600,3.45,7820,0,False
L014039,C09326,1,259000,228800,5.06,3650,3,False
L014040,C09327,3,1480000,938300,3.48,5760,0,False
L014041,C09328,1,61000,40100,5.66,920,0,False
L014042,C09329,3,1205000,941300,3.24,5080,0,False
L014043,C09330,3,1116000,585100,2.77,4520,1,False
L014044,C09330,4,237000,117300,4.66,2630,0,False
L014045,C09331,4,104000,43100,10.87,1320,0,False
L014046,C09332,2,50000,23800,18.95,2500,1,False
L014047,C09333,3,1353000,1233700,3.24,6150,0,False
L014048,C09334,2,43000,35300,21.21,2150,0,False
L014049,C09335,3,1029000,802800,3.22,4990,0,False
L014050,C09336,3,2487000,1808100,2.48,10540,0,False
L014051,C09337,2,57000,43700,19.89,2850,0,False
L014052,C09337,3,1312000,860400,3.43,5970,0,False
L014053,C09338,3,1542000,827000,3.14,6980,0,False
L014054,C09338,4,77000,16100,7.8,1210,0,False
L014055,C09339,3,2395000,1243900,2.86,9040,0,False
L014056,C09339,4,102000,58800,9.82,3940,0,False
L014057,C09340,3,2139000,1996300,3.51,10550,0,False
L014058,C09341,2,6000,700,18.04,300,0,False
L014059,C09342,3,2173000,1156500,3.34,10350,0,False
L014060,C09342,2,42000,32500,18.38,2100,0,False
L014061,C09343,3,926000,459700,3.03,3330,0,False
L014062,C09343,1,69000,56400,6.58,1930,0,False
L014063,C09344,2,32000,8100,15.17,1600,0,False
L014064,C09344,4,170000,62300,8.36,1830,0,False
L014065,C09345,2,34000,3200,11.75,1700,1,False
L014066,C09346,4,53000,24900,4.68,500,0,False
L014067,C09346,2,30000,7300,20.05,1500,0,False
L014068,C09347,1,50000,38800,6.81,1290,0,False
L014069,C09347,2,15000,8700,18.01,750,0,False
L014070,C09347,4,45000,11000,7.24,480,0,False
L014071,C09348,4,225000,119900,5.93,2280,0,False
L014072,C09349,3,2174000,1946500,2.2,8030,0,False
L014073,C09349,4,258000,181900,8.36,3260,0,False
L014074,C09350,3,736000,567400,3.23,3180,0,False
L014075,C09351,3,955000,492300,2.51,3270,3,True
L014076,C09352,3,1454000,785600,2.88,5740,0,False
L014077,C09353,3,761000,613000,2.49,2990,0,False
L014078,C09354,4,195000,82500,7.48,2240,0,False
L014079,C09354,3,1633000,1038400,2.47,6260,0,False
L014080,C09355,2,5000,2600,19.12,250,4,False
L014081,C09356,4,252000,95300,10.01,2940,0,False
L014082,C09356,3,1030000,845800,3.08,4450,3,False
L014083,C09357,3,970000,693100,3.17,4170,0,False
L014084,C09358,3,1943000,1746500,2.97,9570,2,False
L014085,C09359,3,1242000,988200,3.24,5050,1,False
L014086,C09360,3,819000,700800,3.14,3540,0,False
L014087,C09361,2,20000,6100,12.82,1000,0,False
L014088,C09362,4,24000,8700,10.25,270,2,False
L014089,C09362,2,7000,700,17.89,350,0,False
L014090,C09362,3,696000,486400,3.59,2900,2,False
L014091,C09363,3,1974000,1815700,3.16,10160,0,False
L014092,C09363,4,171000,106200,7.3,3000,0,False
L014093,C09364,3,975000,776500,2.5,4010,0,False
L014094,C09365,2,21000,12600,21.7,1050,0,False
L014095,C09366,2,30000,12300,17.52,1500,0,False
L014096,C09367,3,1544000,986300,3.53,7190,0,False
L014097,C09368,3,1115000,581200,3.17,4350,0,False
L014098,C09369,4,158000,53900,6.51,1790,0,False
L014099,C09369,3,1844000,1380000,2.79,8050,2,False
L014100,C09370,3,1615000,1339700,2.38,7340,0,False
L014101,C09370,4,56000,30000,7.31,610,0,False
L014102,C09371,3,1023000,777300,2.82,5210,0,False
L014103,C09371,4,55000,15400,9.42,760,0,False
L014104,C09372,2,8000,6100,14.12,400,0,False
L014105,C09373,2,20000,5500,20.91,1000,0,True
L014106,C09374,4,59000,12200,8.51,1160,0,False
L014107,C09375,2,5000,300,19.43,250,0,False
L014108,C09376,3,998000,794800,3.05,5090,0,False
L014109,C09376,2,45000,16500,15.31,2250,4,True
L014110,C09377,1,136000,57100,8.23,1840,1,True
L014111,C09378,4,435000,123300,9.09,8730,0,False
L014112,C09379,2,9000,5900,20.57,450,0,False
L014113,C09379,3,1018000,692800,2.77,4590,0,False
L014114,C09380,3,1754000,816200,2.63,7320,0,False
L014115,C09380,1,552000,447000,6.76,17890,0,False
L014116,C09381,2,17000,4400,20.94,850,0,False
L014117,C09382,1,399000,349300,4.8,6870,0,False
L014118,C09383,3,870000,517500,2.63,3780,0,False
L014119,C09383,2,7000,5600,17.73,350,0,False
L014120,C09384,3,1722000,1359300,3.08,7250,0,False
L014121,C09385,1,319000,200400,8.72,11920,0,False
L014122,C09386,3,933000,711300,3.09,4540,0,False
L014123,C09386,2,21000,4200,14.69,1050,1,False
L014124,C09387,3,611000,401100,3.06,2980,2,False
L014125,C09388,3,929000,734000,2.63,4380,1,False
L014126,C09389,4,86000,35100,9.72,3670,0,False
L014127,C09390,4,212000,184500,4.5,8050,1,False
L014128,C09390,2,9000,7400,17.69,450,2,False
L014129,C09390,3,1606000,1276800,2.35,6180,1,False
L014130,C09391,3,2289000,2103600,3.04,9530,0,False
L014131,C09392,1,112000,58200,7.5,1810,0,False
L014132,C09392,2,6000,1000,14.63,300,4,False
L014133,C09393,4,48000,37600,7.46,1090,0,False
L014134,C09394,3,1816000,1045600,2.84,8070,0,False
L014135,C09394,2,48000,20500,19.22,2400,0,False
L014136,C09395,2,23000,2300,14.5,1150,0,False
L014137,C09396,2,9000,2200,15.02,450,0,False
L014138,C09397,1,162000,72000,5.13,2650,0,False
L014139,C09397,4,108000,53100,7.62,3310,3,False
L014140,C09398,3,2309000,1407400,3.43,8740,0,False
L014141,C09398,2,43000,2700,21.93,2150,0,False
L014142,C09398,4,159000,59000,5.31,4680,1,False
L014143,C09399,3,1403000,837900,3.09,5680,0,False
L014144,C09399,1,250000,128500,6.44,10260,0,False
L014145,C09400,2,13000,4200,17.7,650,0,False
L014146,C09401,4,52000,27300,12.72,700,1,False
L014147,C09401,3,1076000,860000,2.54,4490,0,False
L014148,C09402,3,1081000,686100,3.31,4640,0,False
L014149,C09403,2,38000,14900,20.4,1900,0,False
L014150,C09404,3,1103000,643000,3.52,4640,0,False
L014151,C09404,4,115000,42600,6.09,1450,1,False
L014152,C09405,2,24000,2700,18.33,1200,1,False
L014153,C09405,4,74000,50900,12.92,1280,3,False
L014154,C09406,1,162000,111500,5.86,4580,0,False
L014155,C09406,2,43000,29000,18.55,2150,0,False
L014156,C09406,3,1172000,691400,3.37,5270,0,False
L014157,C09407,3,959000,774600,2.42,4730,0,False
L014158,C09408,1,331000,167700,6.38,9790,0,False
L014159,C09408,2,47000,36200,17.0,2350,0,False
L014160,C09409,2,27000,12900,18.03,1350,0,False
L014161,C09409,4,31000,8500,8.11,500,0,False
L014162,C09409,1,78000,28000,7.95,2260,0,False
L014163,C09410,3,1322000,1214900,3.15,6510,0,False
L014164,C09410,2,42000,11100,20.43,2100,0,False
L014165,C09411,3,1441000,747300,2.73,5250,0,False
L014166,C09412,4,247000,174600,9.45,7720,0,False
L014167,C09413,2,6000,4400,17.57,300,0,False
L014168,C09413,4,133000,43000,11.17,2170,0,False
L014169,C09413,3,914000,707500,3.3,4090,0,False
L014170,C09414,3,1588000,1119000,2.68,6630,0,False
L014171,C09414,2,19000,1200,16.01,950,0,False
L014172,C09415,3,2318000,1909500,2.51,9940,0,False
L014173,C09415,2,61000,43300,16.22,3050,0,False
L014174,C09415,4,327000,286000,6.56,4300,1,False
L014175,C09416,2,18000,3800,19.32,900,1,False
L014176,C09417,4,61000,42500,7.45,900,1,False
L014177,C09418,3,2242000,1164500,3.57,10680,0,False
L014178,C09418,2,70000,45100,18.96,3500,0,False
L014179,C09419,3,1419000,988100,2.98,6610,0,False
L014180,C09420,3,2228000,1617500,3.04,10480,3,False
L014181,C09420,2,28000,10700,16.46,1400,0,False
L014182,C09421,2,17000,13900,18.16,850,0,False
L014183,C09421,3,653000,366000,3.75,3330,1,False
L014184,C09422,2,17000,13300,14.2,850,0,False
L014185,C09423,2,69000,19000,15.5,3450,0,False
L014186,C09424,3,1793000,1246500,3.17,7910,0,False
L014187,C09425,3,1232000,822000,3.12,5220,2,False
L014188,C09426,4,76000,27300,8.58,1540,0,False
L014189,C09426,3,1079000,1007400,2.57,4690,3,False
L014190,C09426,1,109000,69200,5.11,1930,0,False
L014191,C09426,2,24000,16700,18.83,1200,1,False
L014192,C09427,4,167000,71100,8.65,2810,0,False
L014193,C09428,2,25000,9000,16.34,1250,0,False
L014194,C09429,3,1579000,1232400,3.17,7180,0,False
L014195,C09430,4,244000,90100,6.15,4750,0,False
L014196,C09430,3,2008000,1671200,2.41,7790,0,False
L014197,C09431,3,713000,565300,3.29,2890,1,False
L014198,C09432,3,1011000,533700,2.94,4680,0,False
L014199,C09433,2,21000,12600,21.94,1050,0,False
L014200,C09434,3,1782000,1112600,2.66,7120,0,False
L014201,C09435,3,1802000,1654200,2.2,7070,0,False
L014202,C09435,2,31000,8700,15.66,1550,0,False
L014203,C09436,4,177000,65900,6.15,2010,0,False
L014204,C09437,2,36000,15500,19.69,1800,0,False
L014205,C09437,3,1254000,970600,2.74,5780,0,False
L014206,C09437,4,197000,170300,6.35,2820,1,False
L014207,C09437,1,213000,119500,9.08,4220,0,False
L014208,C09438,3,1154000,965000,2.56,4930,0,False
L014209,C09438,1,339000,139600,5.33,4560,1,False
L014210,C09439,2,6000,3400,20.96,300,2,False
L014211,C09440,2,39000,29100,16.34,1950,0,False
L014212,C09440,1,248000,92600,6.78,5150,1,False
L014213,C09441,4,135000,90500,9.51,2240,0,False
L014214,C09442,2,32000,13100,15.24,1600,0,False
L014215,C09443,3,508000,281100,4.14,2030,0,False
L014216,C09443,1,50000,18600,7.37,1610,0,False
L014217,C09444,4,244000,95500,9.05,6010,0,False
L014218,C09444,2,50000,41200,17.63,2500,0,False
L014219,C09445,1,326000,271900,5.32,6300,0,False
L014220,C09446,2,34000,27000,16.28,1700,0,False
L014221,C09446,4,148000,56700,10.92,2640,0,False
L014222,C09447,2,21000,9500,22.03,1050,0,False
L014223,C09448,4,164000,87200,6.94,3620,3,False
L014224,C09448,2,35000,26200,17.86,1750,0,False
L014225,C09449,4,205000,174600,8.55,2590,0,False
L014226,C09450,4,270000,68000,10.81,5190,0,False
L014227,C09450,3,1477000,1099700,2.88,5790,0,False
L014228,C09450,2,36000,10100,14.08,1800,0,False
L014229,C09451,3,2210000,1894200,2.79,9970,0,False
L014230,C09452,4,119000,73600,9.14,2840,0,False
L014231,C09452,2,42000,24900,16.81,2100,0,False
L014232,C09453,1,101000,56000,7.61,3490,0,False
L014233,C09453,3,1489000,1156300,2.69,7270,3,False
L014234,C09454,1,53000,37700,7.89,870,0,False
L014235,C09455,2,22000,17900,18.5,1100,0,False
L014236,C09455,3,1684000,1326400,2.81,7890,0,False
L014237,C09456,4,38000,23400,5.9,550,0,False
L014238,C09457,3,2006000,1202100,3.62,7660,0,False
L014239,C09458,3,1277000,591300,2.49,4440,0,False
L014240,C09458,4,62000,42400,10.55,1450,3,False
L014241,C09459,2,56000,8700,17.12,2800,0,False
L014242,C09460,3,1469000,1379000,3.06,6200,0,False
L014243,C09460,4,87000,23800,14.26,880,2,True
L014244,C09460,1,325000,104600,5.67,6800,0,False
L014245,C09461,1,74000,41200,7.51,1140,0,False
L014246,C09461,2,6000,2700,19.38,300,0,False
L014247,C09462,2,22000,13700,17.56,1100,0,False
L014248,C09463,1,132000,89200,9.22,3150,0,False
L014249,C09463,2,19000,15800,20.12,950,0,False
L014250,C09464,4,249000,158200,9.93,2810,0,False
L014251,C09465,3,605000,431600,2.55,2470,0,False
L014252,C09466,3,1586000,1480400,2.83,6920,2,False
L014253,C09467,3,1223000,1049900,3.08,5070,0,False
L014254,C09468,3,811000,413500,3.14,2910,0,False
L014255,C09469,3,1199000,961700,2.8,5670,0,False
L014256,C09470,3,2499000,1884900,2.2,9910,0,False
L014257,C09471,4,246000,111000,6.42,2840,0,False
L014258,C09472,3,873000,404300,2.84,3240,0,False
L014259,C09473,4,80000,60900,8.12,3120,0,False
L014260,C09473,2,26000,12200,16.72,1300,0,False
L014261,C09474,2,69000,13600,17.38,3450,0,False
L014262,C09475,4,62000,36400,8.01,1270,0,False
L014263,C09476,4,322000,113400,9.77,3930,0,False
L014264,C09477,1,65000,56200,4.8,1010,0,False
L014265,C09478,4,184000,148000,8.28,3450,0,False
L014266,C09478,2,33000,16100,14.91,1650,0,False
L014267,C09479,3,1133000,856500,2.97,5140,0,False
