employment_id,customer_id,employment_status,monthly_income,valid_from,valid_to
8212,C08212,Retired,25700,2026-09-10,
8213,C08213,Student,14800,2026-09-10,
8214,C08214,Permanent employment,44500,2026-09-10,
8215,C08215,Self-employed,21800,2026-09-10,
8216,C08216,Permanent employment,47900,2026-09-10,
8217,C08217,Student,7000,2026-09-10,
8218,C08218,Permanent employment,51500,2026-09-10,
8219,C08219,Permanent employment,58100,2026-09-10,
8220,C08220,Retired,31400,2026-09-10,
8221,C08221,Retired,22400,2026-09-10,
8222,C08222,Permanent employment,38800,2026-09-10,
8223,C08223,Permanent employment,37300,2026-09-10,
8224,C08224,Retired,17600,2026-09-10,
8225,C08225,Student,7300,2026-09-10,
8226,C08226,Permanent employment,43900,2026-09-10,
8227,C08227,Permanent employment,43400,2026-09-10,
8228,C08228,Permanent employment,29400,2026-09-10,
8229,C08229,Permanent employment,45300,2026-09-10,
8230,C08230,Permanent employment,44600,2026-09-10,
8231,C08231,Permanent employment,22200,2026-09-10,
8232,C08232,Permanent employment,44100,2026-09-10,
8233,C08233,Retired,12000,2026-09-10,
8234,C08234,Permanent employment,37900,2026-09-10,
8235,C08235,Temporary/Probation/Freelance,20500,2026-09-10,
8236,C08236,Permanent employment,43400,2026-09-10,
8237,C08237,Student,6600,2026-09-10,
8238,C08238,Temporary/Probation/Freelance,27300,2026-09-10,
8239,C08239,Permanent employment,56300,2026-09-10,
8240,C08240,Student,5200,2026-09-10,
8241,C08241,Permanent employment,50700,2026-09-10,
8242,C08242,Retired,28100,2026-09-10,
8243,C08243,Temporary/Probation/Freelance,33100,2026-09-10,
8244,C08244,Permanent employment,53600,2026-09-10,
8245,C08245,Unemployed,12200,2026-09-10,
8246,C08246,Retired,22900,2026-09-10,
8247,C08247,Permanent employment,32100,2026-09-10,
8248,C08248,Permanent employment,28300,2026-09-10,
8249,C08249,Retired,24600,2026-09-10,
8250,C08250,Retired,35900,2026-09-10,
8251,C08251,Permanent employment,33300,2026-09-10,
8252,C08252,Retired,14900,2026-09-10,
8253,C08253,Student,11500,2026-09-10,
8254,C08254,Temporary/Probation/Freelance,28200,2026-09-10,
8255,C08255,Unemployed,20000,2026-09-10,
8256,C08256,Retired,20300,2026-09-10,
8257,C08257,Self-employed,72600,2026-09-10,
8258,C08258,Permanent employment,46100,2026-09-10,
8259,C08259,Permanent employment,52900,2026-09-10,
8260,C08260,Unemployed,10800,2026-09-10,
8261,C08261,Permanent employment,36400,2026-09-10,
8262,C08262,Self-employed,47900,2026-09-10,
8263,C08263,Permanent employment,45500,2026-09-10,
8264,C08264,Temporary/Probation/Freelance,24200,2026-09-10,
8265,C08265,Retired,20400,2026-09-10,
8266,C08266,Student,17700,2026-09-10,
8267,C08267,Permanent employment,49300,2026-09-10,
8268,C08268,Permanent employment,36400,2026-09-10,
8269,C08269,Permanent employment,46800,2026-09-10,
8270,C08270,Permanent employment,51500,2026-09-10,
8271,C08271,Permanent employment,39900,2026-09-10,
8272,C08272,Temporary/Probation/Freelance,34200,2026-09-10,
8273,C08273,Student,12900,2026-09-10,
8274,C08274,Permanent employment,33200,2026-09-10,
8275,C08275,Permanent employment,39600,2026-09-10,
8276,C08276,Permanent employment,39300,2026-09-10,
8277,C08277,Permanent employment,45000,2026-09-10,
8278,C08278,Permanent employment,41200,2026-09-10,
8279,C08279,Permanent employment,47700,2026-09-10,
8280,C08280,Student,8400,2026-09-10,
8281,C08281,Parental leave,20600,2026-09-10,
8282,C08282,Retired,12000,2026-09-10,
8283,C08283,Retired,20100,2026-09-10,
8284,C08284,Permanent employment,46100,2026-09-10,
8285,C08285,Permanent employment,45000,2026-09-10,
8286,C08286,Retired,16300,2026-09-10,
8287,C08287,Permanent employment,50800,2026-09-10,
8288,C08288,Temporary/Probation/Freelance,26800,2026-09-10,
8289,C08289,Student,14300,2026-09-10,
8290,C08290,Permanent employment,51200,2026-09-10,
8291,C08291,Retired,29600,2026-09-10,
8292,C08292,Permanent employment,47500,2026-09-10,
8293,C08293,Permanent employment,22000,2026-09-10,
8294,C08294,Permanent employment,36600,2026-09-10,
8295,C08295,Retired,34300,2026-09-10,
8296,C08296,Permanent employment,41300,2026-09-10,
8297,C08297,Permanent employment,34200,2026-09-10,
8298,C08298,Retired,28900,2026-09-10,
8299,C08299,Permanent employment,33800,2026-09-10,
8300,C08300,Retired,23100,2026-09-10,
8301,C08301,Permanent employment,41000,2026-09-10,
8302,C08302,Permanent employment,39600,2026-09-10,
8303,C08303,Retired,29200,2026-09-10,
8304,C08304,Permanent employment,38600,2026-09-10,
8305,C08305,Temporary/Probation/Freelance,34600,2026-09-10,
8306,C08306,Permanent employment,49700,2026-09-10,
8307,C08307,Permanent employment,36100,2026-09-10,
8308,C08308,Permanent employment,63800,2026-09-10,
8309,C08309,Permanent employment,57700,2026-09-10,
8310,C08310,Permanent employment,41700,2026-09-10,
8311,C08311,Permanent employment,59300,2026-09-10,
8312,C08312,Permanent employment,41300,2026-09-10,
8313,C08313,Temporary/Probation/Freelance,49500,2026-09-10,
8314,C08314,Parental leave,28500,2026-09-10,
8315,C08315,Permanent employment,48600,2026-09-10,
8316,C08316,Permanent employment,48500,2026-09-10,
8317,C08317,Retired,21200,2026-09-10,
8318,C08318,Retired,27000,2026-09-10,
8319,C08319,Retired,32000,2026-09-10,
8320,C08320,Permanent employment,45600,2026-09-10,
8321,C08321,Permanent employment,39800,2026-09-10,
8322,C08322,Permanent employment,48700,2026-09-10,
8323,C08323,Permanent employment,30200,2026-09-10,
8324,C08324,Parental leave,30500,2026-09-10,
8325,C08325,Student,16300,2026-09-10,
8326,C08326,Retired,22000,2026-09-10,
8327,C08327,Permanent employment,42200,2026-09-10,
8328,C08328,Self-employed,18000,2026-09-10,
8329,C08329,Retired,24600,2026-09-10,
8330,C08330,Self-employed,42500,2026-09-10,
8331,C08331,Permanent employment,43400,2026-09-10,
8332,C08332,Permanent employment,43800,2026-09-10,
8333,C08333,Permanent employment,51700,2026-09-10,
8334,C08334,Permanent employment,38600,2026-09-10,
8335,C08335,Permanent employment,40500,2026-09-10,
8336,C08336,Permanent employment,39500,2026-09-10,
8337,C08337,Retired,14700,2026-09-10,
8338,C08338,Permanent employment,44500,2026-09-10,
8339,C08339,Permanent employment,38400,2026-09-10,
8340,C08340,Temporary/Probation/Freelance,32000,2026-09-10,
8341,C08341,Permanent employment,44900,2026-09-10,
8342,C08342,Permanent employment,46100,2026-09-10,
8343,C08343,Permanent employment,42000,2026-09-10,
8344,C08344,Permanent employment,28600,2026-09-10,
8345,C08345,Retired,34400,2026-09-10,
8346,C08346,Permanent employment,42600,2026-09-10,
8347,C08347,Permanent employment,47800,2026-09-10,
8348,C08348,Temporary/Probation/Freelance,22000,2026-09-10,
8349,C08349,Permanent employment,36100,2026-09-10,
8350,C08350,Retired,27500,2026-09-10,
8351,C08351,Retired,29000,2026-09-10,
8352,C08352,Temporary/Probation/Freelance,20200,2026-09-10,
8353,C08353,Retired,28100,2026-09-10,
8354,C08354,Permanent employment,49900,2026-09-10,
8355,C08355,Unemployed,16500,2026-09-10,
8356,C08356,Self-employed,47800,2026-09-10,
8357,C08357,Permanent employment,47200,2026-09-10,
8358,C08358,Self-employed,75800,2026-09-10,
8359,C08359,Temporary/Probation/Freelance,25400,2026-09-10,
8360,C08360,Permanent employment,44100,2026-09-10,
8361,C08361,Permanent employment,45900,2026-09-10,
8362,C08362,Permanent employment,28400,2026-09-10,
8363,C08363,Permanent employment,28000,2026-09-10,
8364,C08364,Permanent employment,46200,2026-09-10,
8365,C08365,Permanent employment,33800,2026-09-10,
8366,C08366,Retired,12000,2026-09-10,
8367,C08367,Permanent employment,68100,2026-09-10,
8368,C08368,Temporary/Probation/Freelance,22300,2026-09-10,
8369,C08369,Parental leave,35500,2026-09-10,
8370,C08370,Permanent employment,39600,2026-09-10,
8371,C08371,Permanent employment,54300,2026-09-10,
8372,C08372,Self-employed,79100,2026-09-10,
8373,C08373,Permanent employment,48900,2026-09-10,
8374,C08374,Permanent employment,33100,2026-09-10,
8375,C08375,Temporary/Probation/Freelance,42300,2026-09-10,
8376,C08376,Permanent employment,36300,2026-09-10,
8377,C08377,Temporary/Probation/Freelance,38600,2026-09-10,
8378,C08378,Permanent employment,31100,2026-09-10,
8379,C08379,Permanent employment,41500,2026-09-10,
8380,C08380,Permanent employment,61300,2026-09-10,
8381,C08381,Unemployed,15000,2026-09-10,
8382,C08382,Permanent employment,32500,2026-09-10,
8383,C08383,Retired,22400,2026-09-10,
8384,C08384,Retired,25600,2026-09-10,
8385,C08385,Self-employed,29600,2026-09-10,
8386,C08386,Permanent employment,49600,2026-09-10,
8387,C08387,Self-employed,30300,2026-09-10,
8388,C08388,Self-employed,18000,2026-09-10,
8389,C08389,Permanent employment,43500,2026-09-10,
8390,C08390,Permanent employment,33800,2026-09-10,
8391,C08391,Self-employed,47600,2026-09-10,
8392,C08392,Unemployed,13200,2026-09-10,
8393,C08393,Retired,30000,2026-09-10,
8394,C08394,Permanent employment,48000,2026-09-10,
8395,C08395,Permanent employment,28900,2026-09-10,
8396,C08396,Retired,23600,2026-09-10,
8397,C08397,Unemployed,12200,2026-09-10,
8398,C08398,Permanent employment,42900,2026-09-10,
8399,C08399,Retired,12000,2026-09-10,
8400,C08400,Permanent employment,22000,2026-09-10,
8401,C08401,Permanent employment,55500,2026-09-10,
8402,C08402,Retired,22200,2026-09-10,
8403,C08403,Unemployed,15200,2026-09-10,
8404,C08404,Permanent employment,40200,2026-09-10,
8405,C08405,Unemployed,8300,2026-09-10,
8406,C08406,Permanent employment,34200,2026-09-10,
8407,C08407,Student,4900,2026-09-10,
8408,C08408,Permanent employment,42300,2026-09-10,
8409,C08409,Permanent employment,47300,2026-09-10,
8410,C08410,Permanent employment,49600,2026-09-10,
8411,C08411,Permanent employment,47700,2026-09-10,
8412,C08412,Retired,12000,2026-09-10,
8413,C08413,Permanent employment,42400,2026-09-10,
8414,C08414,Temporary/Probation/Freelance,23400,2026-09-10,
8415,C08415,Temporary/Probation/Freelance,31300,2026-09-10,
8416,C08416,Self-employed,33200,2026-09-10,
8417,C08417,Permanent employment,45200,2026-09-10,
8418,C08418,Permanent employment,47500,2026-09-10,
8419,C08419,Permanent employment,41200,2026-09-10,
8420,C08420,Permanent employment,40000,2026-09-10,
8421,C08421,Permanent employment,47600,2026-09-10,
8422,C08422,Permanent employment,38900,2026-09-10,
8423,C08423,Permanent employment,40500,2026-09-10,
8424,C08424,Permanent employment,34600,2026-09-10,
8425,C08425,Permanent employment,35400,2026-09-10,
8426,C08426,Permanent employment,39800,2026-09-10,
8427,C08427,Permanent employment,40400,2026-09-10,
8428,C08428,Retired,19900,2026-09-10,
8429,C08429,Permanent employment,44900,2026-09-10,
8430,C08430,Permanent employment,37100,2026-09-10,
8431,C08431,Permanent employment,49800,2026-09-10,
8432,C08432,Permanent employment,50300,2026-09-10,
8433,C08433,Permanent employment,38600,2026-09-10,
8434,C08434,Permanent employment,45900,2026-09-10,
8435,C08435,Retired,25900,2026-09-10,
8436,C08436,Permanent employment,40900,2026-09-10,
8437,C08437,Permanent employment,41800,2026-09-10,
8438,C08438,Self-employed,24500,2026-09-10,
8439,C08439,Retired,28000,2026-09-10,
8440,C08440,Permanent employment,48600,2026-09-10,
8441,C08441,Permanent employment,55000,2026-09-10,
8442,C08442,Permanent employment,44000,2026-09-10,
8443,C08443,Permanent employment,39900,2026-09-10,
8444,C08444,Permanent employment,37200,2026-09-10,
8445,C08445,Permanent employment,40400,2026-09-10,
8446,C08446,Permanent employment,43200,2026-09-10,
8447,C08447,Unemployed,11800,2026-09-10,
8448,C08448,Retired,27700,2026-09-10,
8449,C08449,Self-employed,23600,2026-09-10,
8450,C08450,Unemployed,11500,2026-09-10,
8451,C08451,Permanent employment,63000,2026-09-10,
8452,C08452,Temporary/Probation/Freelance,22100,2026-09-10,
8453,C08453,Permanent employment,46100,2026-09-10,
8454,C08454,Permanent employment,52000,2026-09-10,
8455,C08455,Retired,29800,2026-09-10,
8456,C08456,Permanent employment,42700,2026-09-10,
8457,C08457,Self-employed,53100,2026-09-10,
8458,C08458,Permanent employment,44900,2026-09-10,
8459,C08459,Retired,34000,2026-09-10,
8460,C08460,Parental leave,38300,2026-09-10,
8461,C08461,Retired,30900,2026-09-10,
8462,C08462,Permanent employment,54200,2026-09-10,
8463,C08463,Permanent employment,51700,2026-09-10,
8464,C08464,Retired,21600,2026-09-10,
8465,C08465,Temporary/Probation/Freelance,24500,2026-09-10,
8466,C08466,Parental leave,32200,2026-09-10,
8467,C08467,Permanent employment,47000,2026-09-10,
8468,C08468,Permanent employment,48200,2026-09-10,
8469,C08469,Permanent employment,55700,2026-09-10,
8470,C08470,Self-employed,38200,2026-09-10,
8471,C08471,Permanent employment,36900,2026-09-10,
8472,C08472,Permanent employment,47100,2026-09-10,
8473,C08473,Permanent employment,44000,2026-09-10,
8474,C08474,Permanent employment,25200,2026-09-10,
8475,C08475,Retired,20700,2026-09-10,
8476,C08476,Permanent employment,36100,2026-09-10,
8477,C08477,Permanent employment,47600,2026-09-10,
8478,C08478,Permanent employment,37200,2026-09-10,
8479,C08479,Permanent employment,42700,2026-09-10,
8480,C08480,Self-employed,45900,2026-09-10,
8481,C08481,Permanent employment,33500,2026-09-10,
8482,C08482,Self-employed,49700,2026-09-10,
8483,C08483,Permanent employment,45200,2026-09-10,
8484,C08484,Retired,17700,2026-09-10,
8485,C08485,Permanent employment,41100,2026-09-10,
8486,C08486,Retired,14200,2026-09-10,
8487,C08487,Parental leave,32300,2026-09-10,
8488,C08488,Parental leave,25400,2026-09-10,
8489,C08489,Parental leave,38100,2026-09-10,
8490,C08490,Permanent employment,24200,2026-09-10,
8491,C08491,Retired,37400,2026-09-10,
8492,C08492,Permanent employment,39600,2026-09-10,
8493,C08493,Permanent employment,42900,2026-09-10,
8494,C08494,Retired,27800,2026-09-10,
8495,C08495,Permanent employment,48200,2026-09-10,
8496,C08496,Retired,37100,2026-09-10,
8497,C08497,Permanent employment,43000,2026-09-10,
8498,C08498,Permanent employment,31000,2026-09-10,
8499,C08499,Temporary/Probation/Freelance,29300,2026-09-10,
8500,C08500,Permanent employment,41300,2026-09-10,
8501,C08501,Self-employed,56800,2026-09-10,
8502,C08502,Unemployed,12300,2026-09-10,
8503,C08503,Permanent employment,37100,2026-09-10,
8504,C08504,Retired,20200,2026-09-10,
8505,C08505,Permanent employment,47600,2026-09-10,
8506,C08506,Unemployed,14500,2026-09-10,
8507,C08507,Permanent employment,36900,2026-09-10,
8508,C08508,Permanent employment,42100,2026-09-10,
8509,C08509,Permanent employment,51200,2026-09-10,
8510,C08510,Permanent employment,38900,2026-09-10,
8511,C08511,Permanent employment,32700,2026-09-10,
8512,C08512,Unemployed,19500,2026-09-10,
8513,C08513,Self-employed,68800,2026-09-10,
8514,C08514,Unemployed,6400,2026-09-10,
8515,C08515,Permanent employment,52000,2026-09-10,
8516,C08516,Permanent employment,28600,2026-09-10,
8517,C08517,Retired,31300,2026-09-10,
8518,C08518,Retired,31200,2026-09-10,
8519,C08519,Permanent employment,56000,2026-09-10,
8520,C08520,Retired,35800,2026-09-10,
8521,C08521,Permanent employment,46600,2026-09-10,
8522,C08522,Permanent employment,43300,2026-09-10,
8523,C08523,Permanent employment,37900,2026-09-10,
8524,C08524,Permanent employment,44100,2026-09-10,
8525,C08525,Permanent employment,43200,2026-09-10,
8526,C08526,Temporary/Probation/Freelance,28500,2026-09-10,
8527,C08527,Permanent employment,52900,2026-09-10,
8528,C08528,Permanent employment,33900,2026-09-10,
8529,C08529,Permanent employment,50600,2026-09-10,
8530,C08530,Retired,23800,2026-09-10,
8531,C08531,Permanent employment,32700,2026-09-10,
8532,C08532,Permanent employment,34200,2026-09-10,
8533,C08533,Permanent employment,34100,2026-09-10,
8534,C08534,Permanent employment,43600,2026-09-10,
8535,C08535,Permanent employment,59800,2026-09-10,
8536,C08536,Permanent employment,41900,2026-09-10,
8537,C08537,Temporary/Probation/Freelance,27000,2026-09-10,
8538,C08538,Retired,29400,2026-09-10,
8539,C08539,Unemployed,16500,2026-09-10,
8540,C08540,Retired,28300,2026-09-10,
8541,C08541,Unemployed,12200,2026-09-10,
8542,C08542,Retired,27200,2026-09-10,
8543,C08543,Retired,19900,2026-09-10,
8544,C08544,Permanent employment,46300,2026-09-10,
8545,C08545,Parental leave,29200,2026-09-10,
8546,C08546,Unemployed,17100,2026-09-10,
8547,C08547,Retired,30200,2026-09-10,
8548,C08548,Permanent employment,48000,2026-09-10,
8549,C08549,Unemployed,10900,2026-09-10,
8550,C08550,Permanent employment,27400,2026-09-10,
8551,C08551,Retired,16000,2026-09-10,
8552,C08552,Permanent employment,31200,2026-09-10,
8553,C08553,Permanent employment,63900,2026-09-10,
8554,C08554,Permanent employment,49600,2026-09-10,
8555,C08555,Permanent employment,46600,2026-09-10,
8556,C08556,Self-employed,35000,2026-09-10,
8557,C08557,Student,14700,2026-09-10,
8558,C08558,Permanent employment,43700,2026-09-10,
8559,C08559,Permanent employment,45400,2026-09-10,
8560,C08560,Retired,28100,2026-09-10,
8561,C08561,Student,12100,2026-09-10,
8562,C08562,Retired,24400,2026-09-10,
8563,C08563,Self-employed,26700,2026-09-10,
8564,C08564,Retired,24300,2026-09-10,
8565,C08565,Permanent employment,52600,2026-09-10,
8566,C08566,Self-employed,58600,2026-09-10,
8567,C08567,Self-employed,50700,2026-09-10,
8568,C08568,Retired,29600,2026-09-10,
8569,C08569,Permanent employment,36600,2026-09-10,
8570,C08570,Self-employed,42100,2026-09-10,
8571,C08571,Permanent employment,44700,2026-09-10,
8572,C08572,Permanent employment,37500,2026-09-10,
8573,C08573,Permanent employment,48600,2026-09-10,
8574,C08574,Permanent employment,49800,2026-09-10,
8575,C08575,Retired,25000,2026-09-10,
8576,C08576,Permanent employment,31400,2026-09-10,
8577,C08577,Permanent employment,38800,2026-09-10,
8578,C08578,Parental leave,26500,2026-09-10,
8579,C08579,Permanent employment,35500,2026-09-10,
8580,C08580,Self-employed,41700,2026-09-10,
8581,C08581,Self-employed,34300,2026-09-10,
8582,C08582,Permanent employment,37400,2026-09-10,
8583,C08583,Retired,24300,2026-09-10,
8584,C08584,Permanent employment,35400,2026-09-10,
8585,C08585,Permanent employment,35100,2026-09-10,
8586,C08586,Permanent employment,41100,2026-09-10,
8587,C08587,Unemployed,13500,2026-09-10,
8588,C08588,Permanent employment,35300,2026-09-10,
8589,C08589,Permanent employment,47500,2026-09-10,
8590,C08590,Permanent employment,43500,2026-09-10,
8591,C08591,Retired,17800,2026-09-10,
8592,C08592,Unemployed,17100,2026-09-10,
8593,C08593,Permanent employment,54700,2026-09-10,
8594,C08594,Retired,23400,2026-09-10,
8595,C08595,Unemployed,13200,2026-09-10,
8596,C08596,Permanent employment,42800,2026-09-10,
8597,C08597,Permanent employment,41300,2026-09-10,
8598,C08598,Self-employed,28200,2026-09-10,
8599,C08599,Permanent employment,45800,2026-09-10,
8600,C08600,Unemployed,11000,2026-09-10,
8601,C08601,Self-employed,18000,2026-09-10,
8602,C08602,Permanent employment,57200,2026-09-10,
8603,C08603,Temporary/Probation/Freelance,43600,2026-09-10,
8604,C08604,Unemployed,14400,2026-09-10,
8605,C08605,Permanent employment,35900,2026-09-10,
8606,C08606,Permanent employment,61100,2026-09-10,
8607,C08607,Unemployed,16100,2026-09-10,
8608,C08608,Permanent employment,35400,2026-09-10,
8609,C08609,Permanent employment,53600,2026-09-10,
8610,C08610,Retired,16900,2026-09-10,
8611,C08611,Permanent employment,30500,2026-09-10,
8612,C08612,Retired,19300,2026-09-10,
8613,C08613,Retired,28900,2026-09-10,
8614,C08614,Self-employed,86000,2026-09-10,
8615,C08615,Permanent employment,33000,2026-09-10,
8616,C08616,Retired,15700,2026-09-10,
8617,C08617,Retired,24100,2026-09-10,
8618,C08618,Permanent employment,37900,2026-09-10,
8619,C08619,Student,19400,2026-09-10,
8620,C08620,Permanent employment,39800,2026-09-10,
8621,C08621,Retired,38700,2026-09-10,
8622,C08622,Permanent employment,47600,2026-09-10,
8623,C08623,Temporary/Probation/Freelance,37400,2026-09-10,
8624,C08624,Permanent employment,32800,2026-09-10,
8625,C08625,Temporary/Probation/Freelance,26800,2026-09-10,
8626,C08626,Permanent employment,46800,2026-09-10,
8627,C08627,Parental leave,16000,2026-09-10,
8628,C08628,Retired,19200,2026-09-10,
8629,C08629,Permanent employment,42700,2026-09-10,
8630,C08630,Permanent employment,37500,2026-09-10,
8631,C08631,Permanent employment,57800,2026-09-10,
8632,C08632,Parental leave,33000,2026-09-10,
8633,C08633,Student,9000,2026-09-10,
8634,C08634,Permanent employment,32100,2026-09-10,
8635,C08635,Unemployed,11900,2026-09-10,
8636,C08636,Retired,35100,2026-09-10,
8637,C08637,Permanent employment,38700,2026-09-10,
8638,C08638,Permanent employment,42200,2026-09-10,
8639,C08639,Permanent employment,35900,2026-09-10,
8640,C08640,Permanent employment,46200,2026-09-10,
8641,C08641,Retired,26100,2026-09-10,
8642,C08642,Permanent employment,46300,2026-09-10,
8643,C08643,Unemployed,9300,2026-09-10,
8644,C08644,Permanent employment,48600,2026-09-10,
8645,C08645,Permanent employment,42100,2026-09-10,
8646,C08646,Self-employed,49300,2026-09-10,
8647,C08647,Permanent employment,50500,2026-09-10,
8648,C08648,Permanent employment,40900,2026-09-10,
8649,C08649,Permanent employment,47600,2026-09-10,
8650,C08650,Temporary/Probation/Freelance,35500,2026-09-10,
8651,C08651,Temporary/Probation/Freelance,37000,2026-09-10,
8652,C08652,Permanent employment,51800,2026-09-10,
8653,C08653,Permanent employment,46400,2026-09-10,
8654,C08654,Permanent employment,48000,2026-09-10,
8655,C08655,Permanent employment,50900,2026-09-10,
8656,C08656,Permanent employment,46200,2026-09-10,
8657,C08657,Permanent employment,49800,2026-09-10,
8658,C08658,Permanent employment,34800,2026-09-10,
8659,C08659,Permanent employment,25700,2026-09-10,
8660,C08660,Permanent employment,53200,2026-09-10,
8661,C08661,Permanent employment,46400,2026-09-10,
8662,C08662,Permanent employment,46200,2026-09-10,
8663,C08663,Student,14500,2026-09-10,
8664,C08664,Permanent employment,40400,2026-09-10,
8665,C08665,Permanent employment,44300,2026-09-10,
8666,C08666,Permanent employment,40900,2026-09-10,
8667,C08667,Unemployed,13300,2026-09-10,
8668,C08668,Permanent employment,35300,2026-09-10,
8669,C08669,Permanent employment,34100,2026-09-10,
8670,C08670,Retired,26600,2026-09-10,
8671,C08671,Self-employed,18000,2026-09-10,
8672,C08672,Permanent employment,47200,2026-09-10,
8673,C08673,Student,6400,2026-09-10,
8674,C08674,Permanent employment,41400,2026-09-10,
8675,C08675,Student,12700,2026-09-10,
8676,C08676,Permanent employment,42900,2026-09-10,
8677,C08677,Permanent employment,41000,2026-09-10,
8678,C08678,Permanent employment,35400,2026-09-10,
8679,C08679,Permanent employment,41200,2026-09-10,
8680,C08680,Permanent employment,36300,2026-09-10,
8681,C08681,Permanent employment,33200,2026-09-10,
8682,C08682,Retired,21500,2026-09-10,
8683,C08683,Permanent employment,36900,2026-09-10,
8684,C08684,Unemployed,17300,2026-09-10,
8685,C08685,Permanent employment,47800,2026-09-10,
8686,C08686,Self-employed,87100,2026-09-10,
8687,C08687,Permanent employment,38700,2026-09-10,
8688,C08688,Permanent employment,29000,2026-09-10,
8689,C08689,Permanent employment,51400,2026-09-10,
8690,C08690,Permanent employment,39800,2026-09-10,
8691,C08691,Permanent employment,54300,2026-09-10,
8692,C08692,Retired,16900,2026-09-10,
8693,C08693,Self-employed,36200,2026-09-10,
8694,C08694,Permanent employment,30900,2026-09-10,
8695,C08695,Self-employed,45000,2026-09-10,
8696,C08696,Permanent employment,44500,2026-09-10,
8697,C08697,Retired,12800,2026-09-10,
8698,C08698,Permanent employment,44200,2026-09-10,
8699,C08699,Permanent employment,47400,2026-09-10,
8700,C08700,Self-employed,38900,2026-09-10,
8701,C08701,Retired,30800,2026-09-10,
8702,C08702,Retired,30800,2026-09-10,
8703,C08703,Permanent employment,46500,2026-09-10,
8704,C08704,Permanent employment,32900,2026-09-10,
8705,C08705,Unemployed,15400,2026-09-10,
8706,C08706,Unemployed,16000,2026-09-10,
8707,C08707,Retired,24600,2026-09-10,
8708,C08708,Permanent employment,39800,2026-09-10,
8709,C08709,Permanent employment,35900,2026-09-10,
8710,C08710,Retired,26900,2026-09-10,
8711,C08711,Retired,21100,2026-09-10,
8712,C08712,Permanent employment,46100,2026-09-10,
8713,C08713,Retired,17400,2026-09-10,
8714,C08714,Permanent employment,31800,2026-09-10,
8715,C08715,Retired,13200,2026-09-10,
8716,C08716,Self-employed,49700,2026-09-10,
8717,C08717,Parental leave,28200,2026-09-10,
8718,C08718,Permanent employment,45900,2026-09-10,
8719,C08719,Retired,29700,2026-09-10,
8720,C08720,Permanent employment,47400,2026-09-10,
8721,C08721,Permanent employment,40500,2026-09-10,
8722,C08722,Permanent employment,45900,2026-09-10,
8723,C08723,Self-employed,38000,2026-09-10,
8724,C08724,Permanent employment,42700,2026-09-10,
8725,C08725,Retired,31300,2026-09-10,
8726,C08726,Permanent employment,47000,2026-09-10,
8727,C08727,Permanent employment,42100,2026-09-10,
8728,C08728,Permanent employment,32300,2026-09-10,
8729,C08729,Permanent employment,54700,2026-09-10,
8730,C08730,Unemployed,13800,2026-09-10,
8731,C08731,Temporary/Probation/Freelance,20800,2026-09-10,
8732,C08732,Self-employed,37000,2026-09-10,
8733,C08733,Permanent employment,25700,2026-09-10,
8734,C08734,Permanent employment,26700,2026-09-10,
8735,C08735,Unemployed,17800,2026-09-10,
8736,C08736,Retired,17700,2026-09-10,
8737,C08737,Temporary/Probation/Freelance,20200,2026-09-10,
8738,C08738,Permanent employment,34000,2026-09-10,
8739,C08739,Permanent employment,35600,2026-09-10,
8740,C08740,Permanent employment,40800,2026-09-10,
8741,C08741,Unemployed,10400,2026-09-10,
8742,C08742,Permanent employment,44700,2026-09-10,
8743,C08743,Permanent employment,43300,2026-09-10,
8744,C08744,Student,18500,2026-09-10,
8745,C08745,Permanent employment,42400,2026-09-10,
8746,C08746,Permanent employment,44700,2026-09-10,
8747,C08747,Permanent employment,31600,2026-09-10,
8748,C08748,Permanent employment,42500,2026-09-10,
8749,C08749,Temporary/Probation/Freelance,43300,2026-09-10,
8750,C08750,Unemployed,13600,2026-09-10,
8751,C08751,Permanent employment,40600,2026-09-10,
8752,C08752,Permanent employment,39300,2026-09-10,
8753,C08753,Permanent employment,41300,2026-09-10,
8754,C08754,Permanent employment,58200,2026-09-10,
8755,C08755,Retired,22900,2026-09-10,
8756,C08756,Retired,21500,2026-09-10,
8757,C08757,Permanent employment,29900,2026-09-10,
8758,C08758,Permanent employment,42900,2026-09-10,
8759,C08759,Unemployed,12300,2026-09-10,
8760,C08760,Temporary/Probation/Freelance,34400,2026-09-10,
8761,C08761,Temporary/Probation/Freelance,27800,2026-09-10,
8762,C08762,Self-employed,26600,2026-09-10,
8763,C08763,Permanent employment,37600,2026-09-10,
8764,C08764,Retired,20900,2026-09-10,
8765,C08765,Unemployed,17000,2026-09-10,
8766,C08766,Retired,25100,2026-09-10,
8767,C08767,Permanent employment,46300,2026-09-10,
8768,C08768,Permanent employment,38100,2026-09-10,
8769,C08769,Unemployed,15600,2026-09-10,
8770,C08770,Parental leave,27900,2026-09-10,
8771,C08771,Parental leave,24800,2026-09-10,
8772,C08772,Permanent employment,39100,2026-09-10,
8773,C08773,Permanent employment,38800,2026-09-10,
8774,C08774,Permanent employment,53800,2026-09-10,
8775,C08775,Retired,30700,2026-09-10,
8776,C08776,Unemployed,12300,2026-09-10,
8777,C08777,Retired,25100,2026-09-10,
8778,C08778,Self-employed,57600,2026-09-10,
8779,C08779,Permanent employment,38900,2026-09-10,
