customer_id,date_of_birth,region_id
C07569,1946-10-19,21
C07570,2002-01-09,11
C07571,1983-01-07,5
C07572,1975-03-10,11
C07573,1997-08-24,11
C07574,1965-03-21,12
C07575,2005-11-12,1
C07576,2000-08-14,13
C07577,1976-06-11,12
C07578,1963-06-26,12
C07579,1949-06-05,5
C07580,1966-07-04,12
C07581,1970-04-18,12
C07582,1990-12-02,11
C07583,2003-06-07,4
C07584,1999-06-26,15
C07585,1977-06-01,4
C07586,1965-01-14,5
C07587,1981-12-18,8
C07588,1961-12-28,19
C07589,1979-06-09,14
C07590,2006-06-05,12
C07591,1991-12-20,21
C07592,1949-12-12,13
C07593,1967-11-04,19
C07594,1951-11-27,11
C07595,1999-10-08,12
C07596,1958-09-24,4
C07597,1997-01-10,5
C07598,2004-01-04,11
C07599,1957-08-14,17
C07600,1987-12-11,12
C07601,1962-04-10,15
C07602,1998-12-12,7
C07603,1976-07-26,19
C07604,1954-01-16,17
C07605,1987-09-22,11
C07606,1962-12-29,12
C07607,1996-02-08,12
C07608,1967-07-01,21
C07609,1989-02-09,15
C07610,1996-12-14,13
C07611,1987-05-04,21
C07612,1998-06-29,15
C07613,1950-02-13,12
C07614,1986-01-11,18
C07615,1999-03-10,14
C07616,1981-09-22,12
C07617,1991-08-15,12
C07618,1965-06-25,16
C07619,1955-04-22,11
C07620,1988-04-24,14
C07621,1952-10-03,11
C07622,1980-03-25,19
C07623,2001-06-28,21
C07624,1968-10-24,19
C07625,1975-08-13,14
C07626,1962-09-23,12
C07627,1959-09-20,11
C07628,1986-02-19,12
C07629,1959-09-01,6
C07630,1966-09-16,12
C07631,1972-10-23,19
C07632,1978-11-21,13
C07633,1990-10-27,18
C07634,1956-10-09,12
C07635,1971-06-09,16
C07636,2004-06-23,12
C07637,1989-10-10,15
C07638,1963-03-08,11
C07639,2002-04-21,1
C07640,2003-08-17,13
C07641,1980-09-24,18
C07642,1984-05-11,12
C07643,1991-01-17,19
C07644,1989-06-20,11
C07645,1996-06-12,10
C07646,1964-05-18,5
C07647,1974-04-21,12
C07648,2000-01-11,8
C07649,1983-01-02,12
C07650,1978-04-15,13
C07651,2003-07-06,21
C07652,2000-05-11,18
C07653,2006-01-02,18
C07654,1951-12-20,12
C07655,1965-07-28,11
C07656,1962-02-06,12
C07657,1969-01-17,21
C07658,1967-09-20,12
C07659,1973-05-10,19
C07660,1965-10-08,16
C07661,2006-02-06,12
C07662,1973-02-11,21
C07663,1963-04-21,12
C07664,1977-04-28,17
C07665,1983-09-28,12
C07666,1985-08-17,5
C07667,1964-01-03,2
C07668,1962-11-15,12
C07669,1948-05-12,5
C07670,1990-01-20,12
C07671,1962-02-17,20
C07672,1976-11-25,13
C07673,1954-05-18,10
C07674,1979-04-29,17
C07675,1976-02-26,19
C07676,1976-04-04,11
C07677,1964-09-29,19
C07678,1949-07-05,12
C07679,2003-11-12,21
C07680,2004-06-01,12
C07681,1954-04-17,19
C07682,1974-04-12,15
C07683,1972-12-25,6
C07684,1974-08-04,19
C07685,1998-11-24,19
C07686,1966-03-04,4
C07687,1962-10-09,17
C07688,1991-01-23,11
C07689,1989-02-21,12
C07690,1960-08-12,11
C07691,2003-06-11,11
C07692,1953-11-13,19
C07693,1996-04-15,10
C07694,1972-03-10,17
C07695,1951-01-16,9
C07696,1964-04-08,12
C07697,1990-06-23,12
C07698,1965-12-08,12
C07699,1985-06-08,7
C07700,1983-12-03,2
C07701,1953-07-01,1
C07702,1967-08-22,11
C07703,1969-07-10,12
C07704,1990-07-30,11
C07705,2006-03-03,2
C07706,2005-04-06,19
C07707,1976-08-07,12
C07708,1970-03-19,2
C07709,1979-08-06,13
C07710,1954-04-21,19
C07711,2006-01-11,12
C07712,1986-07-26,19
C07713,1999-02-19,12
C07714,1986-06-25,5
C07715,2004-08-29,19
C07716,1951-01-27,14
C07717,1993-10-25,17
C07718,1956-09-30,12
C07719,1987-11-14,4
C07720,1953-01-23,9
C07721,1977-01-06,19
C07722,1949-09-27,19
C07723,2003-07-14,12
C07724,1964-03-07,21
C07725,1954-08-12,11
C07726,1994-06-04,18
C07727,1997-09-27,16
C07728,1990-11-21,12
C07729,1959-11-26,7
C07730,1978-05-20,19
C07731,1972-08-09,11
C07732,2000-08-09,6
C07733,2004-03-13,12
C07734,1952-06-19,1
C07735,1999-01-17,19
C07736,1963-06-06,12
C07737,1947-04-16,19
C07738,1993-08-13,12
C07739,1963-01-12,11
C07740,2003-05-05,19
C07741,1981-03-09,14
C07742,1999-09-03,12
C07743,1964-09-10,16
C07744,1988-06-28,4
C07745,1972-01-19,17
C07746,1971-11-14,10
C07747,2000-03-22,12
C07748,1964-02-10,12
C07749,1984-11-28,12
C07750,1962-01-11,4
C07751,1993-02-09,19
C07752,1970-03-21,19
C07753,1997-05-03,17
C07754,1985-11-05,11
C07755,2000-04-23,12
C07756,1970-05-05,12
C07757,1982-02-18,12
C07758,1948-08-21,21
C07759,1958-07-03,7
C07760,1994-03-07,15
C07761,1976-10-11,12
C07762,1992-12-18,19
C07763,1987-11-10,11
C07764,1969-05-05,10
C07765,1962-08-27,19
C07766,1964-04-12,16
C07767,1991-02-08,21
C07768,1983-01-18,12
C07769,1998-06-26,11
C07770,1963-03-11,12
C07771,1974-02-07,11
C07772,1969-03-09,14
C07773,1999-08-10,11
C07774,1983-04-09,6
C07775,1989-02-26,13
C07776,2003-01-05,10
C07777,1982-10-26,12
C07778,1950-07-04,12
C07779,1958-01-10,11
C07780,1979-08-31,18
C07781,1975-01-21,19
C07782,2006-07-11,19
C07783,1948-05-26,13
C07784,2004-12-27,12
C07785,1953-09-11,12
C07786,1981-04-09,7
C07787,1987-11-08,16
C07788,1955-11-01,17
C07789,2003-11-06,12
C07790,1977-01-25,19
C07791,1977-07-31,5
C07792,1997-11-21,12
C07793,1986-01-21,7
C07794,1965-05-30,11
C07795,1962-03-29,19
C07796,2005-04-19,13
C07797,1961-08-20,17
C07798,1993-05-19,11
C07799,1994-05-25,14
C07800,1985-06-23,21
C07801,2006-02-27,19
C07802,1999-07-30,19
C07803,1951-11-23,19
C07804,1987-12-28,13
C07805,1994-11-01,21
C07806,1996-02-06,9
C07807,1970-08-02,12
C07808,1959-09-29,19
C07809,1991-09-19,21
C07810,2006-01-04,21
C07811,1993-05-11,14
C07812,2004-08-04,11
C07813,1994-01-19,19
C07814,1982-04-05,18
C07815,1999-03-24,15
C07816,1980-09-18,19
C07817,1994-12-14,13
C07818,1953-10-23,19
C07819,1959-09-24,12
C07820,1973-04-20,15
C07821,1988-05-02,15
C07822,1981-10-27,19
C07823,1983-06-23,12
C07824,1968-09-30,10
C07825,1974-06-29,19
C07826,1951-07-27,19
C07827,1959-09-30,12
C07828,1989-06-14,9
C07829,1981-08-11,12
C07830,1996-10-01,7
C07831,1998-06-25,11
C07832,1990-12-29,2
C07833,1991-12-04,13
C07834,1953-04-30,19
C07835,1995-10-27,12
C07836,1976-07-02,7
C07837,1979-12-27,6
C07838,1965-05-26,19
C07839,1983-05-04,11
C07840,1956-01-11,14
C07841,1974-03-28,7
C07842,1987-03-31,12
C07843,2004-11-13,7
C07844,1977-12-11,12
C07845,1949-10-25,15
C07846,1981-06-26,12
C07847,1961-01-20,12
C07848,1976-04-19,19
C07849,2000-01-16,4
C07850,2005-12-27,16
C07851,1982-07-08,18
C07852,1969-04-12,12
C07853,1963-08-21,13
C07854,1989-10-17,2
C07855,1974-01-31,4
C07856,1986-04-15,19
C07857,1986-04-19,21
C07858,1994-09-30,12
C07859,1996-09-20,18
C07860,1998-07-13,12
C07861,2002-10-31,19
C07862,1997-03-21,16
C07863,2002-01-31,19
C07864,1967-10-16,14
C07865,1988-08-28,13
C07866,1951-10-02,12
C07867,1998-01-28,19
C07868,1990-10-05,11
C07869,1987-02-16,12
C07870,2001-10-25,12
C07871,1958-11-25,12
C07872,2003-10-25,10
C07873,1961-02-08,20
C07874,1949-06-06,9
C07875,1975-03-23,6
C07876,1979-02-13,19
C07877,1968-04-21,19
C07878,1987-03-30,19
C07879,1964-01-05,19
C07880,2002-02-25,12
C07881,2006-06-09,11
C07882,1979-02-03,18
C07883,1972-08-09,12
C07884,1961-09-02,12
C07885,2000-11-06,14
C07886,1950-06-27,13
C07887,1992-07-18,12
C07888,1991-01-18,19
C07889,1990-06-19,13
C07890,1990-07-15,12
C07891,1995-09-03,4
C07892,1973-02-15,19
C07893,1953-10-14,14
C07894,1988-02-13,7
C07895,1980-06-27,19
C07896,1959-08-16,15
C07897,1961-09-25,12
C07898,1977-02-20,17
C07899,1993-01-28,15
C07900,1954-06-13,18
C07901,1979-08-27,12
C07902,1993-07-25,12
C07903,1982-06-30,21
C07904,1958-10-15,12
C07905,2004-12-22,12
C07906,1949-11-19,12
C07907,1993-10-28,19
C07908,1961-03-23,12
C07909,1988-01-19,12
C07910,1977-10-25,6
C07911,1956-01-17,12
C07912,1990-07-23,11
C07913,1974-10-26,19
C07914,2002-07-11,16
C07915,2005-01-14,4
C07916,1996-08-21,1
C07917,1966-05-20,6
C07918,1996-06-22,1
C07919,1992-02-23,19
C07920,1983-12-02,14
C07921,1961-11-08,19
C07922,1968-06-21,11
C07923,1992-07-19,5
C07924,2006-07-22,19
C07925,1949-04-20,12
C07926,1998-08-03,13
C07927,1961-02-23,19
C07928,1959-05-07,12
C07929,1971-04-18,21
C07930,1995-05-11,19
C07931,1950-06-14,17
C07932,1971-06-19,12
C07933,1977-12-29,11
C07934,1991-08-03,12
C07935,1990-06-22,7
C07936,2001-07-19,12
C07937,1977-07-09,19
C07938,1974-11-02,19
C07939,1989-08-15,14
C07940,1973-09-22,19
C07941,1986-12-25,11
C07942,1967-04-08,13
C07943,1948-09-29,11
C07944,1997-08-29,7
C07945,1984-05-16,12
C07946,2000-05-16,19
C07947,1970-01-27,15
C07948,1964-01-19,15
C07949,1953-03-30,9
C07950,1982-09-09,12
C07951,1952-03-11,18
C07952,2005-08-04,21
C07953,1978-07-18,19
C07954,2005-08-11,20
C07955,1958-01-15,19
C07956,1972-06-06,9
C07957,1970-09-19,6
C07958,1959-12-31,19
C07959,1995-02-15,11
C07960,2005-10-04,19
C07961,1950-05-23,12
C07962,1991-04-19,9
C07963,1999-10-02,2
C07964,1978-03-05,12
C07965,1974-12-30,8
C07966,2003-03-31,8
C07967,1987-03-02,7
C07968,2003-04-26,11
C07969,1988-01-11,10
C07970,1953-03-30,14
C07971,1947-01-06,19
C07972,1966-05-09,19
C07973,1999-02-27,5
C07974,1956-01-28,12
C07975,1975-05-18,11
C07976,1994-11-15,16
C07977,1953-09-21,21
C07978,1968-08-21,19
C07979,1971-06-29,16
C07980,1966-05-13,15
C07981,1994-02-01,19
C07982,1997-07-23,16
C07983,1969-06-08,12
C07984,1997-10-17,19
C07985,1984-02-20,8
C07986,1966-07-29,7
C07987,1967-03-12,11
C07988,1973-05-01,12
C07989,1962-09-09,21
C07990,1958-11-04,12
C07991,1965-01-15,12
C07992,1993-05-07,21
C07993,1988-08-06,15
C07994,1981-11-07,12
C07995,1992-09-09,11
C07996,1988-12-28,19
C07997,2000-10-04,14
C07998,1973-01-19,17
C07999,1949-04-06,2
C08000,2001-01-26,14
C08001,1970-03-22,10
C08002,1963-01-29,19
C08003,1997-01-30,13
C08004,1958-07-09,19
C08005,1972-10-27,19
C08006,1983-07-06,5
C08007,1970-08-08,19
C08008,1999-01-19,14
C08009,1969-01-29,10
C08010,2002-04-13,18
C08011,1949-06-13,19
C08012,1988-09-27,12
C08013,1962-06-05,5
C08014,1996-01-31,19
C08015,1970-06-12,18
C08016,1966-01-04,6
C08017,1975-10-17,17
C08018,1979-10-23,8
C08019,1975-12-30,4
C08020,1956-05-11,12
C08021,1976-03-05,7
C08022,1950-03-09,12
C08023,1948-12-13,2
C08024,1987-04-23,17
C08025,1994-11-05,14
C08026,1987-03-31,7
C08027,1951-08-27,10
C08028,2001-06-16,11
C08029,1973-02-09,11
C08030,1959-03-28,11
C08031,1990-08-21,19
C08032,1962-08-25,16
C08033,1996-02-22,7
C08034,1994-04-12,12
C08035,1959-11-30,12
C08036,1997-10-17,12
C08037,1990-05-20,11
C08038,1950-07-12,17
C08039,1982-12-23,19
C08040,1952-03-07,10
C08041,1949-02-12,4
C08042,1989-10-09,11
C08043,2005-08-14,11
C08044,1970-08-28,19
C08045,1976-11-16,12
C08046,1997-04-09,5
C08047,1965-05-22,11
C08048,2006-04-14,19
C08049,1950-06-26,11
C08050,2000-01-06,21
C08051,1995-12-12,5
C08052,2000-07-04,7
C08053,1958-01-15,12
C08054,1962-04-17,19
C08055,1955-12-05,21
C08056,1984-09-25,4
C08057,1981-12-03,12
C08058,1996-11-25,5
C08059,1974-07-27,11
C08060,1976-04-05,12
C08061,1967-05-01,1
C08062,1998-03-14,19
C08063,1956-01-11,21
C08064,1996-05-12,12
C08065,1955-09-16,19
C08066,2005-12-24,12
C08067,1975-11-05,19
C08068,1991-05-27,18
C08069,1987-04-07,12
C08070,1974-09-16,1
C08071,1991-08-25,11
C08072,1991-06-13,19
C08073,1966-05-05,21
C08074,1965-04-15,8
C08075,1956-08-28,12
C08076,1997-05-14,12
C08077,1976-02-10,11
C08078,1979-08-02,12
C08079,1983-04-18,12
C08080,1977-09-02,21
C08081,1990-03-02,12
C08082,1991-11-15,12
C08083,1992-06-24,13
C08084,1995-05-04,12
C08085,1969-06-13,15
C08086,1970-12-05,12
C08087,1959-08-26,19
C08088,1963-04-12,9
C08089,2002-06-23,19
C08090,1955-07-23,12
C08091,1959-07-11,17
C08092,1988-07-09,19
C08093,1981-02-01,12
C08094,1958-11-20,12
C08095,1975-06-25,19
C08096,1958-02-28,17
C08097,1999-12-24,11
C08098,1996-11-29,11
C08099,1986-09-20,14
C08100,1980-02-27,9
C08101,1947-02-24,13
C08102,1947-04-21,7
C08103,1986-07-30,12
C08104,2005-04-19,12
C08105,1958-03-10,19
C08106,1980-12-24,19
C08107,1999-05-20,21
C08108,1973-07-10,2
C08109,1962-01-25,14
C08110,1965-04-28,9
C08111,1976-01-17,19
C08112,1990-10-27,19
C08113,1953-05-24,18
C08114,1962-12-05,12
C08115,1991-04-23,12
C08116,1986-02-03,19
C08117,1965-02-27,21
C08118,2000-05-17,12
C08119,1992-03-11,5
C08120,1974-07-12,9
C08121,1983-12-26,7
C08122,1966-08-28,14
C08123,1993-08-28,12
C08124,1968-12-12,12
C08125,1989-10-24,11
C08126,2004-12-03,13
C08127,1996-03-14,2
C08128,1955-01-12,12
C08129,1956-01-17,2
C08130,1998-12-01,8
C08131,1966-11-27,13
C08132,1973-11-11,21
C08133,1956-08-03,21
C08134,1990-01-03,11
C08135,1964-11-26,7
C08136,2003-01-16,19
C08137,1991-05-11,3
C08138,1960-08-20,19
C08139,1978-01-17,5
C08140,1985-03-30,14
C08141,1999-12-09,20
C08142,1965-10-04,15
C08143,1969-11-14,10
C08144,1984-12-08,12
C08145,1960-07-08,18
C08146,2004-05-26,2
C08147,1982-12-23,19
C08148,1949-03-06,11
C08149,1988-08-07,16
C08150,1997-01-02,16
C08151,1973-04-16,19
C08152,1954-11-21,7
C08153,1993-10-27,20
C08154,1946-11-19,12
C08155,1951-07-26,13
C08156,1998-12-04,10
C08157,1967-09-11,20
C08158,1985-04-06,6
C08159,1988-06-14,5
C08160,1970-04-14,8
C08161,1948-08-30,10
C08162,1992-04-22,21
C08163,1986-04-06,19
C08164,1973-04-12,11
C08165,1989-12-24,12
C08166,1991-01-13,12
C08167,2006-01-02,9
C08168,1970-11-12,11
C08169,1989-04-05,12
C08170,1997-02-02,8
C08171,1948-11-18,19
C08172,1950-09-02,19
C08173,1973-06-21,12
C08174,1982-08-17,19
C08175,1969-11-22,12
C08176,1991-01-21,12
C08177,2001-06-18,12
C08178,1964-08-15,19
C08179,2005-07-12,12
C08180,1992-01-20,12
C08181,2005-08-18,12
C08182,2000-06-25,6
C08183,2002-03-08,4
C08184,1953-04-07,12
C08185,1983-02-15,21
C08186,2000-07-05,6
C08187,1999-07-24,12
C08188,1959-12-03,12
C08189,1976-03-21,12
C08190,1985-05-23,16
C08191,1950-08-13,19
C08192,1985-09-21,12
C08193,1988-12-01,12
C08194,1999-08-01,16
C08195,1990-05-29,3
C08196,1990-01-22,5
C08197,1967-04-24,13
C08198,1983-09-28,19
C08199,1976-05-30,12
C08200,2006-02-16,15
C08201,1997-05-16,12
C08202,1981-11-05,12
C08203,1958-07-12,11
C08204,1983-03-05,20
C08205,1961-12-22,9
C08206,1997-08-01,12
C08207,2001-04-28,11
C08208,2002-04-01,19
C08209,1987-02-05,19
C08210,1997-02-21,8
C08211,2000-06-17,12
C08212,1966-09-06,5
C08213,2002-06-03,21
C08214,1980-04-21,6
C08215,1981-11-07,11
C08216,1974-02-08,11
C08217,1976-06-24,21
C08218,1982-05-01,21
C08219,1988-12-19,11
C08220,1963-01-16,21
C08221,1949-05-07,4
C08222,1997-11-13,1
C08223,1998-10-16,13
C08224,1955-04-27,12
C08225,1984-08-09,19
C08226,1975-02-23,12
C08227,1990-10-23,11
C08228,2000-10-09,11
C08229,1977-05-10,21
C08230,1973-12-01,19
C08231,1992-06-17,19
C08232,1978-11-03,16
C08233,1953-12-03,11
C08234,1978-12-04,11
C08235,1998-08-05,14
C08236,1971-10-01,9
C08237,1964-12-26,12
C08238,1969-01-24,19
C08239,1968-03-13,21
C08240,1994-04-17,11
C08241,1968-02-16,14
C08242,1962-11-10,19
C08243,2003-03-11,11
C08244,1987-10-16,11
C08245,1987-01-16,6
C08246,1971-03-25,19
C08247,1995-08-29,14
C08248,1972-12-29,11
C08249,1950-03-23,11
C08250,1952-11-04,15
C08251,1961-03-15,20
C08252,1947-07-13,13
C08253,2004-09-04,20
C08254,1978-01-02,12
C08255,1984-01-28,19
C08256,1947-04-07,14
C08257,1998-06-18,13
C08258,1954-08-27,18
C08259,1978-02-27,8
C08260,1963-05-04,10
C08261,1996-08-07,12
C08262,2001-04-27,11
C08263,1962-07-14,19
C08264,2004-11-03,12
C08265,1954-12-07,12
C08266,2005-07-23,12
C08267,1964-11-23,10
C08268,1989-05-29,19
C08269,1980-10-18,7
C08270,1963-09-18,12
C08271,1981-09-12,12
C08272,1992-08-19,11
C08273,2005-06-29,16
C08274,1974-09-04,19
C08275,1980-12-17,7
C08276,1969-08-05,11
C08277,1980-05-15,10
C08278,1991-05-27,11
C08279,1986-09-26,16
C08280,2004-05-03,12
C08281,1981-12-04,19
C08282,1947-08-21,19
C08283,1953-11-18,19
C08284,1986-01-23,11
C08285,1972-06-22,12
C08286,1947-09-25,12
C08287,1983-05-16,17
C08288,2005-11-01,12
C08289,2004-03-25,10
C08290,1975-12-01,19
C08291,1959-09-12,11
C08292,1963-03-17,17
C08293,2005-04-01,15
C08294,1999-08-01,1
C08295,1966-06-13,12
C08296,1960-07-07,2
C08297,1977-01-20,19
C08298,1969-12-30,15
C08299,2003-02-09,19
C08300,1958-03-10,13
C08301,1969-08-03,18
C08302,1997-04-01,12
C08303,1966-07-19,14
C08304,1995-05-14,12
C08305,2005-04-04,12
C08306,1994-08-29,11
C08307,1993-03-29,12
C08308,1988-08-13,12
C08309,1988-06-01,12
C08310,1975-07-19,19
C08311,1972-03-15,11
C08312,1982-05-16,11
C08313,2004-03-10,19
C08314,1972-12-14,11
C08315,1990-07-11,7
C08316,1986-07-14,16
C08317,1952-05-05,12
C08318,1961-10-07,21
C08319,1953-12-30,5
C08320,1977-06-16,15
C08321,1997-07-28,20
C08322,1964-05-09,12
C08323,2000-12-02,19
C08324,1986-07-26,19
C08325,2004-10-10,12
C08326,1949-03-11,12
C08327,1993-05-01,19
C08328,1950-06-20,14
C08329,1955-10-17,12
C08330,1975-08-07,12
C08331,1968-06-20,12
C08332,1972-03-05,14
C08333,1960-09-25,21
C08334,1982-11-13,14
C08335,1966-04-23,17
C08336,1979-03-25,12
C08337,1958-01-01,11
C08338,1971-09-20,16
C08339,1976-03-11,2
C08340,1966-01-07,21
C08341,1950-01-09,21
C08342,1973-07-24,5
C08343,1997-10-17,17
C08344,1976-11-27,12
C08345,1957-05-11,9
C08346,1968-12-07,18
C08347,1959-10-03,8
C08348,2005-08-13,19
C08349,1973-07-04,19
C08350,1961-11-25,12
C08351,1950-12-15,11
C08352,2001-10-14,11
C08353,1953-04-11,19
C08354,1977-08-06,20
C08355,1993-08-16,19
C08356,1987-11-02,12
C08357,1990-01-27,19
C08358,1979-04-15,11
C08359,2006-07-17,11
C08360,1997-01-24,7
C08361,1960-10-03,19
C08362,2000-10-23,19
C08363,1994-11-23,5
C08364,1979-12-13,2
C08365,1974-02-15,12
C08366,1965-11-22,13
C08367,1988-06-11,11
C08368,1963-01-14,16
C08369,1971-09-26,12
C08370,1994-01-05,21
C08371,1991-09-12,17
C08372,1988-10-27,4
C08373,1989-09-01,2
C08374,1967-12-24,21
C08375,1973-07-21,18
C08376,1982-11-27,11
C08377,1997-05-19,19
C08378,1992-10-29,14
C08379,1975-10-12,19
C08380,1983-11-16,21
C08381,1974-03-23,21
C08382,1992-03-28,19
C08383,1965-04-21,14
C08384,1958-06-17,12
C08385,1998-05-27,7
C08386,1976-04-24,19
C08387,1948-05-30,12
C08388,1983-08-08,15
C08389,1974-09-21,19
C08390,1997-04-29,19
C08391,1976-09-17,11
C08392,1994-06-27,19
C08393,1955-11-13,12
C08394,1970-11-24,21
C08395,1970-11-02,19
C08396,1963-08-15,10
C08397,1973-11-24,12
C08398,1976-01-23,11
C08399,1949-05-02,17
C08400,1961-03-03,2
C08401,1979-11-18,12
C08402,1952-08-19,11
C08403,1979-05-28,12
C08404,1972-05-06,15
C08405,1979-08-30,21
C08406,2000-09-07,19
C08407,2002-11-30,6
C08408,1999-09-12,16
C08409,1976-07-12,4
C08410,1984-10-27,12
C08411,1988-06-15,12
C08412,1961-01-11,19
C08413,1985-12-12,11
C08414,1974-11-02,12
C08415,1998-05-29,9
C08416,2006-01-20,4
C08417,1967-09-29,4
C08418,1972-04-02,12
C08419,1968-06-05,9
C08420,1992-03-24,11
C08421,1977-06-17,18
C08422,1999-02-01,11
C08423,1991-11-01,16
C08424,2005-03-24,15
C08425,1992-09-18,16
C08426,1990-12-21,19
C08427,1997-06-01,2
C08428,1957-08-24,20
C08429,1983-12-05,14
C08430,1996-01-29,12
C08431,1996-02-21,2
C08432,1976-03-11,12
C08433,2003-01-07,8
C08434,1947-06-02,20
C08435,1960-10-09,20
C08436,1998-12-15,12
C08437,1972-05-14,11
C08438,2002-10-12,11
C08439,1965-12-10,21
C08440,1987-09-03,17
C08441,1981-11-23,19
C08442,2001-05-17,10
C08443,1966-10-30,12
C08444,1990-06-30,9
C08445,2001-01-17,18
C08446,1967-10-31,8
C08447,1975-10-23,14
C08448,1955-01-31,10
C08449,1993-03-12,2
C08450,1966-11-20,11
C08451,1963-11-10,11
C08452,1993-10-01,12
C08453,1962-12-09,10
C08454,1988-12-06,20
C08455,1959-05-28,12
C08456,1992-10-14,12
C08457,1965-07-11,20
C08458,1987-10-19,12
C08459,1946-09-17,6
C08460,1990-12-27,10
C08461,1955-07-06,2
C08462,1952-01-26,19
C08463,1986-08-30,11
C08464,1959-05-27,12
C08465,1947-10-14,19
C08466,1997-05-07,9
C08467,1989-03-01,11
C08468,1974-01-21,13
C08469,1986-11-19,14
C08470,2005-07-28,21
C08471,1992-05-15,20
C08472,1986-02-10,3
C08473,1990-01-04,21
C08474,1994-03-03,1
C08475,1953-07-09,12
C08476,1969-02-02,4
C08477,1996-03-18,11
C08478,1965-10-10,12
C08479,1970-01-07,13
C08480,1951-12-10,10
C08481,2002-06-06,5
C08482,1994-02-06,13
C08483,1948-09-03,3
C08484,1949-09-10,14
C08485,1963-12-24,12
C08486,1969-08-11,18
C08487,1997-08-23,13
C08488,1975-04-03,18
C08489,1997-05-31,11
C08490,1995-10-29,12
C08491,1959-11-16,15
C08492,1994-02-01,7
C08493,1977-03-15,19
C08494,1956-07-07,18
C08495,2000-10-24,16
C08496,1952-04-28,12
C08497,1960-02-10,12
C08498,1978-01-29,11
C08499,1992-11-06,14
C08500,1986-08-24,11
C08501,1984-08-10,12
C08502,1990-03-14,11
C08503,1981-09-23,12
C08504,1946-10-17,18
C08505,1996-09-16,19
C08506,1971-03-22,12
C08507,2003-06-03,18
C08508,1972-01-27,21
C08509,1961-05-25,7
C08510,1983-02-18,12
C08511,2000-06-25,18
C08512,1964-12-29,8
C08513,1969-04-18,12
C08514,1969-10-28,16
C08515,1987-10-15,14
C08516,1995-01-18,17
C08517,1955-08-07,13
C08518,1952-10-24,20
C08519,1979-06-02,19
C08520,1954-10-07,18
C08521,1976-07-04,16
C08522,1982-05-05,2
C08523,1995-06-26,8
C08524,1985-06-01,20
C08525,1972-08-13,19
C08526,2002-08-20,12
C08527,1983-04-24,17
C08528,1965-08-21,11
C08529,1965-08-31,12
C08530,1969-06-28,3
C08531,1961-08-28,5
C08532,2002-06-18,11
C08533,1974-06-02,11
C08534,1967-01-05,14
C08535,1972-02-03,19
C08536,1989-03-22,4
C08537,1993-04-28,9
C08538,1960-02-09,19
C08539,1979-01-30,14
C08540,1949-12-26,12
C08541,1978-06-29,5
C08542,1962-06-17,12
C08543,1961-02-11,19
C08544,1967-09-15,19
C08545,1988-04-09,7
C08546,1972-09-13,8
C08547,1954-09-07,17
C08548,1989-11-04,12
C08549,1985-04-19,11
C08550,1996-07-30,17
C08551,1954-11-05,4
C08552,1998-04-25,5
C08553,1966-12-21,9
C08554,1986-05-17,12
C08555,1982-12-03,12
C08556,1970-05-30,19
C08557,2003-11-16,12
C08558,1972-11-05,2
C08559,1962-05-01,5
C08560,1960-10-10,12
C08561,1998-04-21,14
C08562,1949-09-23,5
C08563,1966-09-30,12
C08564,1953-06-02,15
C08565,1975-12-12,17
C08566,1978-04-09,16
C08567,1960-08-28,19
C08568,1956-10-23,18
C08569,1984-01-08,5
C08570,1983-10-02,11
C08571,1986-02-01,19
C08572,1991-07-17,12
C08573,1983-09-24,12
C08574,1988-06-15,19
C08575,1947-08-05,16
C08576,2004-10-02,11
C08577,1971-03-31,11
C08578,1994-11-17,11
C08579,1990-09-03,11
C08580,2002-03-14,1
C08581,1987-10-03,6
C08582,1967-12-07,11
C08583,1949-01-11,12
C08584,1992-04-09,19
C08585,1981-04-24,9
C08586,1979-12-14,19
C08587,1961-03-05,5
C08588,1966-04-18,19
C08589,1979-01-31,12
C08590,1971-02-10,12
C08591,1950-05-14,7
C08592,2003-03-04,19
C08593,1987-10-09,12
C08594,1952-03-27,1
C08595,1965-06-14,10
C08596,1972-07-30,12
C08597,1980-05-07,18
C08598,1986-03-09,20
C08599,1976-06-14,4
C08600,1965-01-28,17
C08601,1991-08-27,11
C08602,1971-07-06,19
C08603,1947-03-17,19
C08604,2000-09-02,21
C08605,1979-10-17,13
C08606,1987-09-02,21
C08607,1971-01-15,12
C08608,2000-05-26,19
C08609,1966-06-01,16
C08610,1959-07-14,2
C08611,1988-07-15,12
C08612,1961-05-27,12
C08613,1957-09-01,19
C08614,1998-06-08,9
C08615,1993-10-17,20
C08616,1959-05-05,15
C08617,1952-03-05,19
C08618,2001-09-06,14
C08619,2001-11-29,12
C08620,1991-11-30,14
C08621,1957-09-05,11
C08622,2001-06-23,10
C08623,1977-04-24,12
C08624,1953-04-30,12
C08625,2002-07-19,19
C08626,1980-02-14,21
C08627,1989-09-28,18
C08628,1952-07-05,12
C08629,1983-02-11,16
C08630,1967-01-19,4
C08631,1964-08-17,2
C08632,1992-05-02,12
C08633,2002-11-16,21
C08634,1989-09-24,15
C08635,1988-05-23,20
C08636,1950-02-16,19
C08637,1951-02-28,11
C08638,1978-03-09,21
C08639,1973-09-08,16
C08640,1971-10-29,12
C08641,1951-06-30,12
C08642,1986-04-26,12
C08643,1982-05-13,19
