loan_id,customer_id,loan_type,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L011394,C07556,Car Loan,229000,182800,6.99,3780,1,0
L011395,C07556,Credit Card,72000,6600,18.07,3600,0,0
L011396,C07556,Mortgage,1677000,1404800,2.74,7760,0,0
L011397,C07557,Mortgage,2408000,1240800,2.77,10080,0,0
L011398,C07557,Credit Card,46000,16700,16.79,2300,1,0
L011399,C07558,Credit Card,5000,3600,17.22,250,2,0
L011400,C07559,Car Loan,307000,276100,7.04,10060,0,0
L011401,C07560,Personal Loan,146000,104500,8.98,2560,0,0
L011402,C07561,Mortgage,1063000,940300,2.8,5510,0,0
L011403,C07562,Personal Loan,66000,24700,12.1,2610,0,0
L011404,C07562,Credit Card,7000,5800,16.71,350,3,0
L011405,C07563,Personal Loan,310000,129900,10.03,3190,0,0
L011406,C07563,Car Loan,364000,253600,7.76,5580,0,0
L011407,C07564,Personal Loan,91000,68600,9.24,3400,0,0
L011408,C07564,Credit Card,26000,20000,15.42,1300,2,0
L011409,C07565,Mortgage,1806000,1188100,2.57,7930,0,0
L011410,C07565,Credit Card,39000,20800,13.73,1950,0,0
L011411,C07565,Car Loan,225000,109800,3.88,3620,0,0
L011412,C07566,Mortgage,1269000,1202000,3.0,6310,1,0
L011413,C07566,Credit Card,28000,16900,18.38,1400,0,0
L011414,C07566,Personal Loan,201000,55100,7.24,4770,4,0
L011415,C07567,Mortgage,718000,597400,2.96,2860,0,0
L011416,C07568,Credit Card,5000,3400,19.83,250,0,0
L011417,C07569,Car Loan,94000,83500,7.17,1400,0,0
L011418,C07569,Mortgage,1145000,944900,3.91,5780,0,0
L011419,C07569,Credit Card,32000,22600,19.35,1600,0,0
L011420,C07570,Credit Card,25000,12800,16.9,1250,0,0
L011421,C07571,Mortgage,1447000,901400,2.63,5730,0,0
L011422,C07572,Credit Card,29000,5400,16.8,1450,0,0
L011423,C07572,Car Loan,509000,337300,4.98,11620,0,0
L011424,C07573,Car Loan,271000,233800,6.29,4100,0,0
L011425,C07574,Credit Card,38000,9200,20.04,1900,4,0
L011426,C07575,Credit Card,12000,1000,20.48,600,0,0
L011427,C07576,Mortgage,1116000,1055600,2.95,4670,0,0
L011428,C07576,Personal Loan,98000,64800,11.97,1200,0,0
L011429,C07576,Credit Card,26000,8600,17.77,1300,0,0
L011430,C07577,Personal Loan,207000,48500,10.84,2340,0,0
L011431,C07578,Car Loan,335000,272100,4.45,7010,0,0
L011432,C07579,Credit Card,30000,9800,15.14,1500,1,0
L011433,C07580,Mortgage,1117000,774300,3.36,5280,0,0
L011434,C07581,Car Loan,270000,154200,6.7,7800,0,0
L011435,C07582,Credit Card,52000,18800,18.91,2600,0,0
L011436,C07583,Credit Card,5000,2100,17.43,250,1,0
L011437,C07584,Mortgage,2719000,2026700,3.48,13620,0,0
L011438,C07584,Credit Card,77000,28700,12.96,3850,0,0
L011439,C07585,Personal Loan,186000,97700,9.67,2810,0,0
L011440,C07585,Car Loan,544000,294300,6.16,12120,0,0
L011441,C07586,Mortgage,1654000,828900,3.95,6940,0,0
L011442,C07586,Credit Card,20000,13900,15.44,1000,0,0
L011443,C07587,Mortgage,812000,529400,3.42,4050,0,0
L011444,C07587,Personal Loan,119000,83600,11.34,2890,0,0
L011445,C07587,Credit Card,37000,9100,15.26,1850,0,0
L011446,C07588,Credit Card,50000,22900,14.32,2500,1,0
L011447,C07589,Car Loan,204000,130100,8.46,4010,0,0
L011448,C07589,Credit Card,13000,7300,12.05,650,0,1
L011449,C07590,Personal Loan,245000,167100,12.5,4440,0,0
L011450,C07591,Mortgage,1074000,726200,4.0,5510,0,0
L011451,C07591,Credit Card,36000,19300,13.44,1800,0,0
L011452,C07592,Mortgage,2351000,2110500,2.81,9580,0,0
L011453,C07593,Mortgage,1272000,622900,3.26,5030,0,0
L011454,C07594,Mortgage,1315000,621300,2.92,5580,0,0
L011455,C07595,Personal Loan,92000,28200,9.88,930,0,0
L011456,C07596,Mortgage,1019000,940600,2.88,5140,1,1
L011457,C07597,Personal Loan,94000,40500,7.16,3810,0,0
L011458,C07598,Credit Card,20000,7300,14.36,1000,0,0
L011459,C07599,Personal Loan,55000,39400,7.06,740,0,0
L011460,C07600,Credit Card,51000,3200,15.6,2550,2,0
L011461,C07601,Mortgage,1191000,713800,2.95,5660,0,0
L011462,C07601,Personal Loan,347000,149100,9.17,4250,0,0
L011463,C07602,Mortgage,742000,620400,3.01,2980,0,0
L011464,C07603,Personal Loan,93000,80700,9.46,1720,0,0
L011465,C07604,Personal Loan,247000,173400,10.01,2980,1,0
L011466,C07605,Car Loan,444000,254200,6.69,11350,0,0
L011467,C07605,Mortgage,1539000,823500,2.32,6600,0,0
L011468,C07606,Mortgage,1033000,777400,3.52,4180,0,0
L011469,C07607,Car Loan,119000,63400,6.17,2150,0,0
L011470,C07608,Personal Loan,299000,65500,7.61,11160,0,0
L011471,C07609,Mortgage,1843000,1153200,2.93,7930,0,0
L011472,C07609,Credit Card,46000,36600,17.79,2300,0,0
L011473,C07610,Personal Loan,263000,187300,8.29,7380,0,0
L011474,C07610,Mortgage,1398000,1029600,2.58,5330,1,0
L011475,C07611,Car Loan,208000,127200,6.21,4320,0,0
L011476,C07611,Mortgage,2162000,1392000,2.93,8420,0,0
L011477,C07612,Mortgage,2429000,2077400,2.78,10620,0,0
L011478,C07613,Mortgage,1226000,1055300,3.23,5560,0,0
L011479,C07614,Credit Card,5000,3600,18.3,250,0,0
L011480,C07614,Personal Loan,69000,35400,13.41,1260,1,0
L011481,C07615,Mortgage,1114000,859700,2.71,4950,0,0
L011482,C07616,Mortgage,742000,365200,3.0,3150,0,0
L011483,C07617,Mortgage,1355000,1200800,2.35,6870,0,0
L011484,C07618,Mortgage,2071000,1870800,2.41,8290,0,0
L011485,C07618,Credit Card,18000,7500,19.95,900,1,0
L011486,C07618,Personal Loan,223000,67400,10.13,3000,0,0
L011487,C07619,Credit Card,5000,2400,20.19,250,0,0
L011488,C07620,Car Loan,364000,205000,8.63,6820,0,0
L011489,C07620,Credit Card,43000,20600,19.04,2150,0,0
L011490,C07620,Mortgage,2335000,1072900,3.13,10970,0,0
L011491,C07621,Personal Loan,60000,12600,6.35,1180,1,0
L011492,C07622,Mortgage,1330000,1238100,2.97,6390,0,0
L011493,C07622,Credit Card,15000,12000,10.39,750,0,0
L011494,C07623,Credit Card,7000,4900,20.97,350,0,0
L011495,C07623,Mortgage,817000,756800,3.7,4380,1,0
L011496,C07624,Personal Loan,28000,15000,10.73,350,0,0
L011497,C07624,Credit Card,23000,17500,19.45,1150,2,0
L011498,C07625,Mortgage,2022000,1064600,3.11,7750,0,0
L011499,C07625,Credit Card,94000,40700,18.56,4700,0,0
L011500,C07626,Mortgage,645000,459000,3.28,3000,2,0
L011501,C07627,Mortgage,2088000,1313100,2.9,8260,0,0
L011502,C07628,Personal Loan,229000,182200,8.27,9780,0,0
L011503,C07629,Car Loan,50000,31100,5.52,870,0,0
L011504,C07630,Mortgage,1401000,707000,2.52,6580,0,0
L011505,C07630,Credit Card,33000,19400,17.97,1650,0,0
L011506,C07631,Personal Loan,297000,185400,9.66,7190,0,0
L011507,C07631,Car Loan,123000,104100,6.4,1790,0,0
L011508,C07632,Credit Card,9000,6200,17.69,450,0,0
L011509,C07632,Personal Loan,67000,39200,12.2,1020,0,0
L011510,C07633,Mortgage,1601000,1358400,3.5,8190,0,0
L011511,C07633,Personal Loan,101000,87300,10.53,3530,1,0
L011512,C07634,Personal Loan,83000,32700,5.82,1900,1,0
L011513,C07635,Credit Card,14000,8000,19.33,700,0,0
L011514,C07636,Personal Loan,55000,21900,11.16,1940,1,0
L011515,C07637,Mortgage,972000,636000,2.83,4090,0,0
L011516,C07638,Mortgage,951000,817000,2.34,4080,0,0
L011517,C07638,Personal Loan,65000,29800,6.91,1190,0,0
L011518,C07639,Credit Card,17000,3600,19.15,850,1,0
L011519,C07640,Car Loan,204000,55400,6.71,5210,0,0
L011520,C07641,Mortgage,1493000,1244800,2.64,6330,0,0
L011521,C07642,Credit Card,71000,36500,12.24,3550,0,0
L011522,C07642,Personal Loan,182000,95400,9.73,7760,0,0
L011523,C07643,Credit Card,39000,28000,18.88,1950,0,0
L011524,C07644,Credit Card,54000,37800,16.51,2700,0,0
L011525,C07645,Credit Card,30000,13300,17.66,1500,1,0
L011526,C07646,Mortgage,1106000,965500,2.77,4600,0,0
L011527,C07647,Personal Loan,262000,126000,10.41,4000,0,0
L011528,C07647,Mortgage,2524000,1297100,2.32,8380,0,0
L011529,C07647,Car Loan,118000,46800,6.03,4030,0,0
L011530,C07648,Car Loan,463000,330600,7.09,6650,0,0
L011531,C07648,Mortgage,2278000,2040400,3.45,10880,1,0
L011532,C07648,Credit Card,79000,40400,18.69,3950,3,0
L011533,C07649,Mortgage,1903000,1640800,2.5,7380,0,0
L011534,C07650,Credit Card,6000,3900,14.02,300,1,0
L011535,C07651,Credit Card,21000,14900,19.32,1050,0,0
L011536,C07652,Personal Loan,84000,44200,11.59,1100,0,0
L011537,C07653,Personal Loan,153000,126200,9.96,3370,1,0
L011538,C07654,Credit Card,19000,3800,17.36,950,0,0
L011539,C07655,Credit Card,20000,12400,19.62,1000,0,0
L011540,C07655,Mortgage,2038000,1000700,2.73,8160,1,0
L011541,C07656,Credit Card,7000,1900,22.49,350,0,0
L011542,C07656,Personal Loan,41000,32900,13.95,900,0,0
L011543,C07657,Car Loan,141000,60100,6.75,2410,0,0
L011544,C07658,Personal Loan,25000,9400,7.54,820,0,0
L011545,C07659,Mortgage,1408000,926700,3.58,5610,0,0
L011546,C07659,Credit Card,33000,14400,13.93,1650,0,0
L011547,C07660,Mortgage,2059000,1537500,3.19,8240,0,0
L011548,C07661,Credit Card,38000,20900,15.38,1900,0,0
L011549,C07662,Mortgage,1725000,1272500,3.22,7090,0,0
L011550,C07662,Personal Loan,190000,73800,9.91,2380,2,0
L011551,C07663,Credit Card,16000,13200,19.67,800,0,0
L011552,C07664,Credit Card,15000,5700,22.38,750,0,0
L011553,C07664,Personal Loan,61000,36400,13.3,1800,0,0
L011554,C07665,Mortgage,1143000,542600,3.15,4080,0,0
L011555,C07666,Mortgage,2384000,1734000,2.85,10240,1,0
L011556,C07666,Car Loan,110000,56200,4.66,3860,0,0
L011557,C07667,Personal Loan,280000,84200,11.06,7440,0,0
L011558,C07668,Car Loan,50000,26200,8.96,1850,0,0
L011559,C07669,Mortgage,1902000,1302800,3.04,7840,0,0
L011560,C07669,Personal Loan,199000,146800,8.19,5430,0,0
L011561,C07670,Mortgage,3196000,2326900,3.72,16420,0,0
L011562,C07670,Car Loan,435000,118900,6.4,6950,0,0
L011563,C07670,Personal Loan,86000,57200,5.99,1320,0,0
L011564,C07671,Mortgage,1583000,1227000,2.88,8120,0,0
L011565,C07672,Credit Card,82000,6400,17.66,4100,1,0
L011566,C07672,Mortgage,2743000,1354900,3.13,9920,0,0
L011567,C07673,Mortgage,927000,761500,3.24,4460,0,0
L011568,C07674,Mortgage,1114000,755400,3.5,4340,0,0
L011569,C07675,Car Loan,175000,152000,6.3,4220,0,0
L011570,C07676,Mortgage,2442000,2043600,2.95,10860,0,0
L011571,C07677,Credit Card,33000,18200,19.22,1650,0,0
L011572,C07678,Mortgage,701000,323000,4.19,3340,0,0
L011573,C07679,Credit Card,18000,4000,15.81,900,0,0
L011574,C07680,Credit Card,33000,5000,20.8,1650,0,0
L011575,C07681,Credit Card,25000,9500,18.68,1250,2,0
L011576,C07681,Car Loan,79000,21900,4.01,1030,2,0
L011577,C07681,Mortgage,886000,546100,3.7,3690,3,1
L011578,C07682,Personal Loan,178000,121100,8.41,2450,0,0
L011579,C07682,Credit Card,19000,8500,22.0,950,0,1
L011580,C07682,Mortgage,1882000,906400,2.79,6900,0,0
L011581,C07682,Car Loan,493000,297900,6.52,11890,0,0
L011582,C07683,Personal Loan,141000,30100,10.44,2650,0,0
L011583,C07684,Mortgage,2866000,1394800,3.14,13660,0,1
L011584,C07684,Credit Card,60000,22400,12.16,3000,0,0
L011585,C07685,Mortgage,1151000,1057400,2.56,4980,0,0
L011586,C07685,Personal Loan,118000,51500,6.37,4440,0,0
L011587,C07686,Mortgage,1886000,1679500,3.37,7980,0,0
L011588,C07686,Car Loan,298000,104800,8.14,5370,0,0
L011589,C07687,Personal Loan,115000,31600,4.5,1150,0,0
L011590,C07688,Car Loan,342000,96400,5.0,6240,0,0
L011591,C07688,Credit Card,11000,4600,14.41,550,0,0
L011592,C07689,Car Loan,50000,17900,7.14,1250,0,0
L011593,C07689,Credit Card,5000,3300,20.31,250,2,0
L011594,C07689,Personal Loan,35000,17000,11.56,560,0,0
L011595,C07690,Credit Card,34000,28600,17.79,1700,0,0
L011596,C07690,Mortgage,1652000,1137100,2.46,6720,0,0
L011597,C07691,Personal Loan,10000,8800,8.63,330,0,0
L011598,C07692,Credit Card,10000,5600,16.5,500,0,0
L011599,C07693,Car Loan,110000,44200,8.27,1590,0,0
L011600,C07693,Personal Loan,53000,32700,6.52,950,0,0
L011601,C07693,Mortgage,1622000,1270300,3.64,7090,0,0
L011602,C07694,Car Loan,408000,123800,7.84,5380,0,0
L011603,C07694,Mortgage,1522000,1307700,3.12,7290,0,0
L011604,C07695,Mortgage,2140000,1399300,2.92,8220,0,0
L011605,C07696,Personal Loan,132000,56400,10.03,2340,0,0
L011606,C07696,Mortgage,2628000,2467900,2.78,11840,0,0
L011607,C07697,Mortgage,1212000,1094900,3.34,5790,0,0
L011608,C07698,Car Loan,107000,95300,4.41,2910,0,0
L011609,C07699,Car Loan,217000,181500,3.84,8560,1,0
L011610,C07700,Mortgage,1619000,775900,2.62,5720,0,0
L011611,C07701,Credit Card,26000,8300,19.73,1300,0,0
L011612,C07702,Personal Loan,119000,41600,10.41,2180,1,0
L011613,C07703,Credit Card,18000,9300,14.95,900,0,0
L011614,C07704,Personal Loan,239000,201900,7.12,3710,0,0
L011615,C07705,Credit Card,14000,1000,20.74,700,0,0
L011616,C07706,Mortgage,900000,567800,3.33,3460,0,0
L011617,C07707,Mortgage,2712000,2229800,2.2,11890,1,0
L011618,C07708,Mortgage,1108000,684000,2.51,5170,0,0
L011619,C07709,Credit Card,65000,33000,19.17,3250,0,0
L011620,C07710,Credit Card,20000,12600,18.7,1000,0,0
L011621,C07711,Credit Card,20000,11400,14.55,1000,0,0
L011622,C07712,Personal Loan,83000,23000,9.41,1250,0,0
L011623,C07713,Credit Card,52000,29300,18.38,2600,0,0
L011624,C07714,Personal Loan,481000,367900,8.79,12260,0,1
L011625,C07714,Mortgage,2226000,1716000,3.05,8720,3,1
L011626,C07714,Car Loan,419000,116900,6.82,7660,0,0
L011627,C07714,Credit Card,49000,23100,19.23,2450,1,0
L011628,C07715,Credit Card,5000,600,16.34,250,0,0
L011629,C07716,Mortgage,1208000,1092800,2.33,5250,0,0
L011630,C07717,Car Loan,77000,33100,8.67,1130,0,0
L011631,C07718,Credit Card,8000,5400,16.0,400,0,0
L011632,C07719,Personal Loan,155000,107900,9.02,5340,2,0
L011633,C07720,Car Loan,55000,17700,6.28,1310,0,0
L011634,C07720,Credit Card,18000,4900,20.38,900,0,0
L011635,C07720,Personal Loan,38000,25400,13.38,1030,1,0
L011636,C07721,Mortgage,2271000,1349600,2.96,8560,0,0
L011637,C07722,Mortgage,748000,700000,2.4,3230,1,0
L011638,C07723,Credit Card,11000,8400,19.13,550,0,0
L011639,C07724,Car Loan,194000,70400,9.2,4000,0,0
L011640,C07725,Mortgage,873000,528000,2.41,3080,0,0
L011641,C07726,Credit Card,41000,21800,15.92,2050,0,0
L011642,C07726,Mortgage,1617000,1164900,3.16,6980,0,0
L011643,C07727,Car Loan,347000,167800,7.28,5080,0,0
L011644,C07727,Mortgage,1615000,1495000,3.4,8830,0,0
L011645,C07728,Credit Card,6000,4000,16.66,300,0,0
L011646,C07728,Car Loan,105000,28100,8.2,3620,0,0
L011647,C07729,Credit Card,38000,10800,16.26,1900,0,0
L011648,C07729,Mortgage,1287000,674100,3.16,6170,0,0
L011649,C07730,Credit Card,26000,13300,19.27,1300,0,0
L011650,C07731,Credit Card,36000,3000,18.88,1800,1,0
L011651,C07732,Credit Card,21000,17000,17.05,1050,0,0
L011652,C07733,Credit Card,8000,2200,14.95,400,2,0
L011653,C07734,Credit Card,18000,6000,18.26,900,0,0
L011654,C07735,Mortgage,1923000,1671900,3.62,9720,0,0
L011655,C07736,Car Loan,259000,224200,7.29,3900,0,0
L011656,C07736,Mortgage,967000,587600,3.11,3950,1,0
L011657,C07737,Credit Card,18000,12700,20.36,900,0,0
L011658,C07738,Personal Loan,77000,50500,7.01,2260,0,0
L011659,C07739,Credit Card,28000,22900,17.86,1400,0,0
L011660,C07739,Mortgage,2259000,1909700,2.92,11540,0,0
L011661,C07740,Credit Card,15000,6800,17.3,750,1,0
L011662,C07741,Personal Loan,96000,81400,7.27,1450,0,0
L011663,C07742,Car Loan,192000,141500,6.7,3640,0,0
L011664,C07742,Mortgage,972000,632000,2.91,4540,0,0
L011665,C07743,Car Loan,115000,68500,6.7,3320,0,0
L011666,C07743,Credit Card,19000,3900,12.49,950,0,0
L011667,C07744,Personal Loan,202000,68700,5.66,7050,0,0
L011668,C07744,Mortgage,1841000,1538000,2.51,7610,0,0
L011669,C07745,Personal Loan,215000,120300,11.02,3610,0,0
L011670,C07745,Credit Card,55000,27000,12.56,2750,0,0
L011671,C07745,Mortgage,1306000,1078900,2.45,5500,0,0
L011672,C07746,Personal Loan,71000,21300,7.86,1410,0,0
L011673,C07746,Credit Card,49000,34900,12.17,2450,0,0
L011674,C07746,Mortgage,2001000,1370700,3.33,9730,2,0
L011675,C07746,Car Loan,340000,180800,6.23,4800,1,0
L011676,C07747,Mortgage,1085000,691700,3.08,5390,0,0
L011677,C07748,Credit Card,5000,2900,18.74,250,0,0
L011678,C07749,Personal Loan,153000,91100,8.78,3120,0,0
L011679,C07750,Car Loan,273000,244400,6.07,5450,0,0
L011680,C07751,Car Loan,82000,56800,6.76,2540,0,0
L011681,C07752,Mortgage,1402000,976000,2.42,6350,0,0
L011682,C07753,Mortgage,1779000,1494400,2.89,8640,0,0
L011683,C07754,Mortgage,1535000,1262400,2.58,7210,0,0
L011684,C07755,Car Loan,75000,48900,9.67,1570,0,0
L011685,C07756,Personal Loan,205000,137100,12.75,2680,0,0
L011686,C07756,Credit Card,17000,2200,15.36,850,0,0
L011687,C07756,Mortgage,941000,785200,2.91,3750,0,0
L011688,C07757,Personal Loan,160000,137300,7.49,4170,0,0
L011689,C07758,Personal Loan,73000,47900,7.3,820,0,0
L011690,C07759,Car Loan,239000,119100,6.57,3560,0,0
L011691,C07760,Personal Loan,159000,32700,8.34,3400,0,0
L011692,C07761,Mortgage,990000,787600,2.67,4880,0,0
L011693,C07761,Credit Card,40000,30200,16.94,2000,1,0
L011694,C07761,Personal Loan,178000,78900,9.75,4730,3,0
L011695,C07761,Car Loan,250000,219500,7.16,3680,0,1
L011696,C07762,Personal Loan,19000,14100,11.72,400,0,0
L011697,C07762,Credit Card,23000,14100,15.19,1150,0,0
L011698,C07762,Car Loan,84000,45100,10.0,1490,0,0
L011699,C07763,Credit Card,15000,1400,15.63,750,0,0
L011700,C07764,Mortgage,1713000,1061000,3.27,8450,0,0
L011701,C07765,Mortgage,1615000,1335400,3.07,7970,0,0
L011702,C07766,Mortgage,2067000,1226900,2.83,9310,0,0
L011703,C07766,Personal Loan,87000,66900,7.31,1270,0,0
L011704,C07766,Credit Card,17000,12100,13.56,850,0,0
L011705,C07767,Credit Card,46000,13200,15.55,2300,0,0
L011706,C07767,Mortgage,1645000,1082100,3.06,6610,0,0
L011707,C07768,Car Loan,138000,50800,7.34,1800,0,0
L011708,C07768,Personal Loan,103000,83600,11.07,2360,0,0
L011709,C07769,Credit Card,53000,19400,18.65,2650,0,0
L011710,C07769,Personal Loan,137000,75700,9.44,4110,1,0
L011711,C07770,Personal Loan,29000,7100,9.04,400,0,0
L011712,C07771,Car Loan,370000,210500,6.06,8980,0,0
L011713,C07772,Car Loan,222000,185800,6.02,7130,0,0
L011714,C07773,Mortgage,808000,703200,3.07,4330,0,0
L011715,C07773,Personal Loan,112000,65900,9.75,1940,0,0
L011716,C07773,Credit Card,18000,6300,16.49,900,0,0
L011717,C07774,Mortgage,1852000,1560600,3.16,8100,0,0
L011718,C07774,Personal Loan,324000,178400,6.72,4410,0,0
L011719,C07775,Credit Card,69000,35500,12.56,3450,0,0
L011720,C07776,Car Loan,50000,13000,5.0,680,0,0
L011721,C07776,Credit Card,5000,1000,21.19,250,0,0
L011722,C07776,Personal Loan,27000,10400,11.46,300,0,0
L011723,C07777,Mortgage,1458000,1170100,2.66,6480,2,0
L011724,C07778,Mortgage,740000,672700,3.81,3430,0,0
L011725,C07779,Personal Loan,64000,18200,12.6,1110,0,0
L011726,C07780,Credit Card,56000,18900,11.93,2800,0,0
L011727,C07780,Mortgage,2276000,1239900,3.16,10660,0,0
L011728,C07781,Personal Loan,98000,37300,8.21,1830,0,0
L011729,C07781,Car Loan,50000,22400,6.94,960,0,0
L011730,C07781,Credit Card,16000,2000,15.6,800,1,0
L011731,C07782,Credit Card,8000,1100,12.08,400,1,0
L011732,C07783,Mortgage,758000,706600,3.25,3270,1,0
L011733,C07784,Credit Card,5000,1000,21.67,250,0,0
L011734,C07785,Credit Card,8000,4900,14.77,400,1,0
L011735,C07786,Car Loan,139000,83500,8.27,2010,0,0
L011736,C07786,Personal Loan,243000,205400,8.41,3240,0,0
L011737,C07787,Personal Loan,44000,31900,8.45,1030,0,0
L011738,C07788,Mortgage,780000,472800,2.64,2910,0,0
L011739,C07789,Car Loan,50000,43500,7.48,1020,0,0
L011740,C07790,Mortgage,1655000,1454600,2.97,8330,2,0
L011741,C07790,Personal Loan,155000,110700,5.79,1720,0,0
L011742,C07791,Mortgage,1058000,844400,3.06,5040,0,0
L011743,C07792,Personal Loan,82000,60700,7.71,1500,3,1
L011744,C07793,Mortgage,1545000,847700,3.01,7320,1,0
L011745,C07794,Mortgage,1201000,781600,3.26,5590,0,0
L011746,C07795,Mortgage,1152000,824400,2.83,5280,0,0
L011747,C07796,Credit Card,10000,4600,19.17,500,0,0
L011748,C07797,Mortgage,963000,864300,2.59,3770,0,0
L011749,C07798,Credit Card,40000,27800,16.09,2000,0,0
L011750,C07799,Mortgage,1616000,1233100,3.01,6550,0,1
L011751,C07799,Personal Loan,271000,223500,8.82,4680,3,0
L011752,C07799,Car Loan,213000,176400,5.11,3600,0,0
L011753,C07800,Credit Card,18000,9400,14.8,900,0,0
L011754,C07801,Credit Card,6000,2200,22.25,300,0,0
L011755,C07802,Mortgage,1105000,653400,2.69,4090,1,0
L011756,C07802,Credit Card,22000,18500,17.69,1100,0,0
L011757,C07803,Credit Card,28000,11200,11.81,1400,0,0
L011758,C07804,Personal Loan,485000,384400,7.24,11620,1,0
L011759,C07805,Mortgage,1149000,722500,3.08,4620,1,0
L011760,C07806,Personal Loan,179000,66800,7.77,7660,0,0
L011761,C07806,Credit Card,10000,3900,21.64,500,0,0
L011762,C07807,Personal Loan,85000,51700,8.03,1510,2,0
L011763,C07807,Credit Card,43000,13800,18.08,2150,0,0
L011764,C07808,Personal Loan,147000,107000,7.85,1930,0,0
L011765,C07809,Personal Loan,249000,88500,7.97,2710,0,0
L011766,C07810,Personal Loan,50000,42400,6.32,1580,0,0
L011767,C07811,Car Loan,265000,157300,3.88,6090,0,0
L011768,C07811,Credit Card,52000,41900,17.33,2600,0,0
L011769,C07812,Car Loan,99000,55400,9.96,1750,0,0
L011770,C07813,Credit Card,30000,13300,16.83,1500,0,0
L011771,C07813,Mortgage,1573000,1404300,2.79,8280,0,0
L011772,C07814,Personal Loan,66000,56600,11.51,960,0,0
L011773,C07815,Mortgage,1757000,1620700,3.15,8610,0,0
L011774,C07815,Personal Loan,160000,65800,9.42,4150,1,0
L011775,C07816,Car Loan,145000,62600,9.54,2220,0,0
L011776,C07816,Credit Card,16000,1500,19.96,800,0,0
L011777,C07816,Personal Loan,24000,15600,10.18,380,0,0
L011778,C07817,Mortgage,1198000,1135500,2.64,5910,0,0
L011779,C07817,Credit Card,57000,6400,19.59,2850,0,0
L011780,C07818,Mortgage,1538000,1229900,2.76,6960,0,0
L011781,C07819,Personal Loan,61000,30500,7.16,660,0,0
L011782,C07819,Credit Card,14000,8600,13.85,700,0,0
L011783,C07819,Mortgage,576000,274300,3.03,1990,0,0
L011784,C07820,Personal Loan,230000,53500,10.33,2480,0,0
L011785,C07820,Credit Card,21000,3200,17.31,1050,1,0
L011786,C07821,Personal Loan,346000,260900,6.9,10460,0,0
L011787,C07822,Car Loan,118000,79900,5.92,2260,1,0
L011788,C07823,Personal Loan,156000,43900,8.14,5660,0,0
L011789,C07824,Car Loan,136000,119900,8.25,5240,0,0
L011790,C07824,Mortgage,1623000,1318500,3.04,8050,1,0
L011791,C07824,Credit Card,21000,14200,21.12,1050,4,1
L011792,C07825,Car Loan,224000,74100,6.48,6390,0,0
L011793,C07826,Credit Card,10000,900,15.73,500,0,0
L011794,C07826,Car Loan,124000,89600,6.28,1850,0,0
L011795,C07827,Mortgage,2153000,1600000,2.96,8510,0,0
L011796,C07828,Personal Loan,156000,103500,11.14,1980,0,0
L011797,C07829,Car Loan,322000,210500,5.91,8970,0,0
L011798,C07830,Credit Card,21000,10300,18.3,1050,0,0
L011799,C07831,Mortgage,2208000,1909100,2.96,8950,0,0
L011800,C07832,Credit Card,54000,20000,13.38,2700,0,0
L011801,C07833,Mortgage,890000,844200,2.96,3910,0,0
L011802,C07833,Car Loan,346000,285000,6.63,7960,3,1
L011803,C07834,Credit Card,17000,12500,16.28,850,0,0
L011804,C07835,Car Loan,323000,203800,5.52,4570,0,0
L011805,C07835,Mortgage,1235000,665900,2.83,5690,0,0
L011806,C07835,Credit Card,21000,4900,18.2,1050,1,0
L011807,C07836,Car Loan,106000,91800,5.96,1720,2,0
L011808,C07836,Mortgage,2692000,2347400,2.2,11500,0,0
L011809,C07836,Personal Loan,148000,75600,5.96,2640,0,0
L011810,C07836,Credit Card,76000,7100,17.59,3800,1,0
L011811,C07837,Mortgage,1045000,707400,3.23,4200,0,0
L011812,C07837,Credit Card,15000,10000,20.52,750,3,0
L011813,C07838,Mortgage,1895000,1074800,3.08,8890,0,0
L011814,C07839,Mortgage,1768000,1142100,2.99,8620,0,0
L011815,C07840,Car Loan,117000,92500,5.42,1790,0,0
L011816,C07841,Mortgage,3003000,2339500,2.65,11740,0,0
L011817,C07842,Mortgage,1374000,816200,2.25,5400,0,0
L011818,C07843,Car Loan,225000,121400,7.23,6780,0,0
L011819,C07844,Credit Card,24000,17100,15.08,1200,0,0
L011820,C07844,Mortgage,1745000,1281900,2.45,6830,0,0
L011821,C07845,Credit Card,20000,7300,15.0,1000,1,0
L011822,C07845,Mortgage,1091000,883500,3.26,4870,0,0
L011823,C07846,Personal Loan,181000,160800,9.71,4360,0,0
L011824,C07847,Credit Card,22000,11000,15.83,1100,0,0
L011825,C07848,Credit Card,25000,15800,16.96,1250,0,0
L011826,C07848,Mortgage,1637000,933700,3.06,6620,0,0
L011827,C07849,Credit Card,14000,5800,16.76,700,0,0
L011828,C07850,Credit Card,5000,4000,19.15,250,0,0
L011829,C07851,Credit Card,68000,45400,14.16,3400,0,0
L011830,C07851,Mortgage,2659000,1718300,2.85,9800,0,0
L011831,C07852,Personal Loan,345000,89500,9.45,4110,0,0
L011832,C07852,Mortgage,2596000,2308300,3.63,12800,0,0
L011833,C07853,Credit Card,8000,1300,17.66,400,0,0
L011834,C07854,Personal Loan,100000,24000,7.63,1170,0,0
L011835,C07854,Credit Card,37000,29300,17.78,1850,0,0
L011836,C07854,Mortgage,2315000,1221700,3.39,8860,0,0
